ensembl_gene_id	ensembl_transcript_id	ensembl_exon_id	rank	transcript_biotype
ENSG00000158636	ENST00000525038	ENSE00002175822	20	protein_coding
ENSG00000080839	ENST00000525052	ENSE00002175774	7	protein_coding
ENSG00000149100	ENST00000525054	ENSE00002147491	6	retained_intron
ENSG00000149311	ENST00000525056	ENSE00002165071	4	retained_intron
ENSG00000074201	ENST00000525064	ENSE00001040434	6	protein_coding
ENSG00000112339	ENST00000525067	ENSE00002170266	3	protein_coding
ENSG00000175348	ENST00000525069	ENSE00002151827	5	protein_coding
ENSG00000170242	ENST00000525078	ENSE00002140565	3	retained_intron
ENSG00000147548	ENST00000525081	ENSE00002174692	2	processed_transcript
ENSG00000151366	ENST00000525085	ENSE00002189539	3	protein_coding
ENSG00000175634	ENST00000525088	ENSE00002177367	8	retained_intron
ENSG00000107938	ENST00000525091	ENSE00002167430	20	retained_intron
ENSG00000151502	ENST00000525095	ENSE00002152353	7	protein_coding
ENSG00000168522	ENST00000525099	ENSE00003558998	3	retained_intron
ENSG00000137700	ENST00000525102	ENSE00002156119	10	processed_transcript
ENSG00000110696	ENST00000525106	ENSE00002146746	2	retained_intron
ENSG00000177614	ENST00000525115	ENSE00002154131	7	protein_coding
ENSG00000024526	ENST00000525124	ENSE00001928982	5	protein_coding
ENSG00000052841	ENST00000525135	ENSE00002196283	5	retained_intron
ENSG00000092208	ENST00000525153	ENSE00003688896	11	nonsense_mediated_decay
ENSG00000110721	ENST00000525155	ENSE00002173544	6	nonsense_mediated_decay
ENSG00000165323	ENST00000525166	ENSE00002161020	27	protein_coding
ENSG00000255185	ENST00000525173	ENSE00002145238	3	processed_transcript
ENSG00000214534	ENST00000525199	ENSE00002174486	5	protein_coding
ENSG00000172890	ENST00000525200	ENSE00002177115	21	nonsense_mediated_decay
ENSG00000087365	ENST00000525207	ENSE00002184625	3	retained_intron
ENSG00000133316	ENST00000525239	ENSE00001198009	12	protein_coding
ENSG00000137522	ENST00000525243	ENSE00002142288	7	nonsense_mediated_decay
ENSG00000074266	ENST00000525244	ENSE00002197239	10	retained_intron
ENSG00000177666	ENST00000525250	ENSE00002180720	6	retained_intron
ENSG00000110696	ENST00000525256	ENSE00002199665	3	retained_intron
ENSG00000079819	ENST00000525271	ENSE00002144316	15	protein_coding
ENSG00000137492	ENST00000525277	ENSE00002164337	3	retained_intron
ENSG00000066136	ENST00000525290	ENSE00002177834	5	protein_coding
ENSG00000187079	ENST00000525312	ENSE00002155780	3	retained_intron
ENSG00000109920	ENST00000525316	ENSE00002167441	2	processed_transcript
ENSG00000110172	ENST00000525317	ENSE00002185577	12	nonsense_mediated_decay
ENSG00000119707	ENST00000525321	ENSE00002198167	9	protein_coding
ENSG00000111011	ENST00000525335	ENSE00002197997	9	retained_intron
ENSG00000110723	ENST00000525344	ENSE00002188827	7	protein_coding
ENSG00000137513	ENST00000525345	ENSE00002179377	10	nonsense_mediated_decay
ENSG00000236287	ENST00000525350	ENSE00002201284	5	processed_transcript
ENSG00000213967	ENST00000525354	ENSE00002179370	4	protein_coding
ENSG00000074201	ENST00000525359	ENSE00002176841	2	retained_intron
ENSG00000149476	ENST00000525366	ENSE00002190829	4	retained_intron
ENSG00000100614	ENST00000525399	ENSE00002191173	4	protein_coding
ENSG00000141279	ENST00000525401	ENSE00002147308	2	retained_intron
ENSG00000074201	ENST00000525428	ENSE00002195859	7	protein_coding
ENSG00000151503	ENST00000525432	ENSE00002152998	2	retained_intron
ENSG00000168056	ENST00000525443	ENSE00002185585	2	retained_intron
ENSG00000152894	ENST00000525459	ENSE00002154967	3	protein_coding
ENSG00000177054	ENST00000525490	ENSE00002162257	15	retained_intron
ENSG00000137500	ENST00000525504	ENSE00003522040	3	processed_transcript
ENSG00000162521	ENST00000525506	ENSE00002178468	3	retained_intron
ENSG00000171316	ENST00000525508	ENSE00002150642	12	protein_coding
ENSG00000132780	ENST00000525515	ENSE00002182604	6	protein_coding
ENSG00000023191	ENST00000525522	ENSE00002194622	9	retained_intron
ENSG00000052841	ENST00000525543	ENSE00002199343	5	retained_intron
ENSG00000198431	ENST00000525566	ENSE00003849636	17	protein_coding
ENSG00000076706	ENST00000525586	ENSE00001513243	16	retained_intron
ENSG00000172375	ENST00000525598	ENSE00002193829	7	retained_intron
ENSG00000110321	ENST00000525606	ENSE00002195946	3	retained_intron
ENSG00000042429	ENST00000525613	ENSE00003806552	4	retained_intron
ENSG00000105397	ENST00000525621	ENSE00003646624	25	protein_coding
ENSG00000196323	ENST00000525623	ENSE00002195429	2	retained_intron
ENSG00000168807	ENST00000525632	ENSE00002148089	4	protein_coding
ENSG00000110700	ENST00000525634	ENSE00003613132	6	protein_coding
ENSG00000150787	ENST00000525645	ENSE00002140652	2	retained_intron
ENSG00000149313	ENST00000525660	ENSE00002191034	5	nonsense_mediated_decay
ENSG00000175274	ENST00000525680	ENSE00002141760	7	protein_coding
ENSG00000110321	ENST00000525681	ENSE00002150767	21	protein_coding
ENSG00000110696	ENST00000525684	ENSE00002193834	4	protein_coding
ENSG00000149273	ENST00000525690	ENSE00003525061	4	nonsense_mediated_decay
ENSG00000173039	ENST00000525693	ENSE00002144115	10	protein_coding
ENSG00000149084	ENST00000525736	ENSE00002201515	2	retained_intron
ENSG00000090621	ENST00000525751	ENSE00002200469	4	retained_intron
ENSG00000173914	ENST00000525754	ENSE00001188165	3	protein_coding
ENSG00000255450	ENST00000525759	ENSE00002167404	1	processed_pseudogene
ENSG00000124444	ENST00000525771	ENSE00002190328	2	protein_coding
ENSG00000079459	ENST00000525777	ENSE00002181251	6	protein_coding
ENSG00000214338	ENST00000525778	ENSE00002176844	7	protein_coding
ENSG00000149100	ENST00000525782	ENSE00002170857	5	nonsense_mediated_decay
ENSG00000116977	ENST00000525789	ENSE00002155056	3	retained_intron
ENSG00000182134	ENST00000525790	ENSE00002155429	14	nonsense_mediated_decay
ENSG00000110660	ENST00000525815	ENSE00002181537	8	protein_coding
ENSG00000198561	ENST00000525821	ENSE00002176865	2	retained_intron
ENSG00000196323	ENST00000525842	ENSE00002166795	6	protein_coding
ENSG00000134644	ENST00000525843	ENSE00002195399	21	protein_coding
ENSG00000175224	ENST00000525850	ENSE00002175678	6	processed_transcript
ENSG00000085733	ENST00000525852	ENSE00003566408	2	retained_intron
ENSG00000255020	ENST00000525867	ENSE00002150542	2	lncRNA
ENSG00000137216	ENST00000525873	ENSE00002158108	8	retained_intron
ENSG00000009307	ENST00000525878	ENSE00002193493	3	protein_coding
ENSG00000255237	ENST00000525893	ENSE00002181877	2	lncRNA
ENSG00000079459	ENST00000525900	ENSE00002201470	8	protein_coding
ENSG00000166012	ENST00000525928	ENSE00002198981	7	retained_intron
ENSG00000149273	ENST00000525933	ENSE00002159272	3	protein_coding
ENSG00000134910	ENST00000525946	ENSE00002151498	5	retained_intron
ENSG00000143379	ENST00000525956	ENSE00002175339	5	protein_coding
ENSG00000151503	ENST00000525964	ENSE00002180820	36	nonsense_mediated_decay
ENSG00000009307	ENST00000525970	ENSE00002186814	3	protein_coding
ENSG00000110422	ENST00000525975	ENSE00002144799	16	protein_coding
ENSG00000105397	ENST00000525976	ENSE00003646624	2	protein_coding
ENSG00000126883	ENST00000525980	ENSE00002177060	16	retained_intron
ENSG00000074201	ENST00000526009	ENSE00002152906	4	nonsense_mediated_decay
ENSG00000137726	ENST00000526014	ENSE00001130048	8	protein_coding
ENSG00000254837	ENST00000526036	ENSE00002248892	2	lncRNA
ENSG00000197816	ENST00000526038	ENSE00002182340	3	retained_intron
ENSG00000170946	ENST00000526042	ENSE00002174874	5	nonsense_mediated_decay
ENSG00000131871	ENST00000526043	ENSE00002159699	4	retained_intron
ENSG00000131871	ENST00000526049	ENSE00002170760	6	protein_coding
ENSG00000110367	ENST00000526070	ENSE00002151318	13	protein_coding
ENSG00000108312	ENST00000526094	ENSE00002197059	19	protein_coding
ENSG00000149269	ENST00000526103	ENSE00002149041	2	retained_intron
ENSG00000177963	ENST00000526104	ENSE00001267721	10	protein_coding
ENSG00000109920	ENST00000526109	ENSE00001296050	4	processed_transcript
ENSG00000205531	ENST00000526115	ENSE00001729349	16	protein_coding
ENSG00000136944	ENST00000526117	ENSE00001679399	8	protein_coding
ENSG00000075239	ENST00000526119	ENSE00003481250	3	processed_transcript
ENSG00000134644	ENST00000526128	ENSE00002187199	4	processed_transcript
ENSG00000255146	ENST00000526131	ENSE00002143143	4	lncRNA
ENSG00000085788	ENST00000526144	ENSE00002155294	5	protein_coding
ENSG00000134954	ENST00000526145	ENSE00002165018	7	protein_coding
ENSG00000217555	ENST00000526149	ENSE00002161626	2	retained_intron
ENSG00000226268	ENST00000526165	ENSE00002181850	1	processed_pseudogene
ENSG00000233024	ENST00000526166	ENSE00002171709	4	retained_intron
ENSG00000254721	ENST00000526174	ENSE00002185634	2	lncRNA
ENSG00000149182	ENST00000526185	ENSE00002152490	3	retained_intron
ENSG00000143294	ENST00000526188	ENSE00002174938	4	protein_coding
ENSG00000117054	ENST00000526196	ENSE00002180661	11	nonsense_mediated_decay
ENSG00000136153	ENST00000526202	ENSE00002195998	26	protein_coding
ENSG00000029363	ENST00000526228	ENSE00002186066	3	retained_intron
ENSG00000149273	ENST00000526248	ENSE00003525061	7	nonsense_mediated_decay
ENSG00000117625	ENST00000526255	ENSE00002187818	3	processed_transcript
ENSG00000149100	ENST00000526267	ENSE00001737197	8	protein_coding
ENSG00000173020	ENST00000526285	ENSE00002160636	14	protein_coding
ENSG00000104643	ENST00000526292	ENSE00002172768	10	protein_coding
ENSG00000110075	ENST00000526307	ENSE00002173188	10	retained_intron
ENSG00000149792	ENST00000526319	ENSE00002151789	5	nonsense_mediated_decay
ENSG00000048649	ENST00000526324	ENSE00001916948	7	protein_coding
ENSG00000182919	ENST00000526335	ENSE00002165576	5	protein_coding
ENSG00000167325	ENST00000526350	ENSE00002163849	4	retained_intron
ENSG00000133812	ENST00000526353	ENSE00002201810	3	retained_intron
ENSG00000152402	ENST00000526355	ENSE00002598075	8	protein_coding
ENSG00000107518	ENST00000526373	ENSE00002154648	6	protein_coding
ENSG00000136002	ENST00000526381	ENSE00001586521	4	retained_intron
ENSG00000198431	ENST00000526390	ENSE00002140607	17	protein_coding
ENSG00000166181	ENST00000526394	ENSE00002197251	8	protein_coding
ENSG00000110427	ENST00000526400	ENSE00002148376	15	protein_coding
ENSG00000197261	ENST00000526429	ENSE00002152716	2	retained_intron
ENSG00000175376	ENST00000526451	ENSE00001335493	6	protein_coding
ENSG00000255121	ENST00000526453	ENSE00002149739	2	lncRNA
ENSG00000154237	ENST00000526457	ENSE00002321261	10	nonsense_mediated_decay
ENSG00000182208	ENST00000526462	ENSE00002140295	5	processed_transcript
ENSG00000186166	ENST00000526463	ENSE00002194550	11	nonsense_mediated_decay
ENSG00000008517	ENST00000526464	ENSE00002393963	6	protein_coding
ENSG00000166135	ENST00000526476	ENSE00002149132	5	nonsense_mediated_decay
ENSG00000176102	ENST00000526480	ENSE00002159708	5	processed_transcript
ENSG00000140090	ENST00000526482	ENSE00002172775	7	retained_intron
ENSG00000175224	ENST00000526485	ENSE00002154758	2	processed_transcript
ENSG00000186104	ENST00000526489	ENSE00002161844	3	processed_transcript
ENSG00000100697	ENST00000526495	ENSE00002180768	29	protein_coding
ENSG00000175216	ENST00000526496	ENSE00002188642	4	protein_coding
ENSG00000255367	ENST00000526533	ENSE00002166223	3	lncRNA
ENSG00000019144	ENST00000526537	ENSE00002161692	5	retained_intron
ENSG00000073921	ENST00000526548	ENSE00002191987	3	retained_intron
ENSG00000030066	ENST00000526569	ENSE00002162477	3	retained_intron
ENSG00000077782	ENST00000526570	ENSE00002178998	14	retained_intron
ENSG00000140988	ENST00000526586	ENSE00002143368	3	protein_coding
ENSG00000187079	ENST00000526600	ENSE00002175034	8	protein_coding
ENSG00000256235	ENST00000526627	ENSE00002283328	2	protein_coding
ENSG00000120458	ENST00000526629	ENSE00002171309	3	protein_coding
ENSG00000110768	ENST00000526630	ENSE00002158008	6	protein_coding
ENSG00000245849	ENST00000526635	ENSE00002185145	3	lncRNA
ENSG00000184209	ENST00000526639	ENSE00002141244	2	protein_coding
ENSG00000203705	ENST00000526641	ENSE00002176415	9	protein_coding
ENSG00000254936	ENST00000526648	ENSE00002196722	2	lncRNA
ENSG00000116977	ENST00000526652	ENSE00002152638	2	retained_intron
ENSG00000161016	ENST00000526668	ENSE00002172550	4	retained_intron
ENSG00000110077	ENST00000526677	ENSE00002190152	2	retained_intron
ENSG00000174672	ENST00000526678	ENSE00002171786	20	protein_coding
ENSG00000154359	ENST00000526680	ENSE00002150089	12	nonsense_mediated_decay
ENSG00000179950	ENST00000526683	ENSE00002192916	12	protein_coding
ENSG00000109971	ENST00000526686	ENSE00002199120	3	protein_coding
ENSG00000198431	ENST00000526691	ENSE00003657321	15	protein_coding
ENSG00000110025	ENST00000526702	ENSE00003708221	7	retained_intron
ENSG00000230724	ENST00000526704	ENSE00003415211	7	lncRNA
ENSG00000089597	ENST00000526732	ENSE00002157925	4	retained_intron
ENSG00000180773	ENST00000526735	ENSE00002193428	3	retained_intron
ENSG00000171533	ENST00000526740	ENSE00001414394	4	protein_coding
ENSG00000168522	ENST00000526755	ENSE00003589520	8	nonsense_mediated_decay
ENSG00000254838	ENST00000526769	ENSE00002141916	2	processed_transcript
ENSG00000052841	ENST00000526774	ENSE00002197390	15	processed_transcript
ENSG00000110429	ENST00000526785	ENSE00002165449	10	protein_coding
ENSG00000178105	ENST00000526794	ENSE00002146709	17	protein_coding
ENSG00000254527	ENST00000526818	ENSE00002171474	1	processed_pseudogene
ENSG00000123472	ENST00000526821	ENSE00001456493	6	protein_coding
ENSG00000104529	ENST00000526838	ENSE00003612046	8	protein_coding
ENSG00000149823	ENST00000526856	ENSE00002148119	4	protein_coding
ENSG00000004897	ENST00000526866	ENSE00002160745	12	nonsense_mediated_decay
ENSG00000030066	ENST00000526870	ENSE00002193842	3	protein_coding
ENSG00000175216	ENST00000526876	ENSE00002177963	6	protein_coding
ENSG00000174915	ENST00000526878	ENSE00002193307	12	retained_intron
ENSG00000110619	ENST00000526890	ENSE00003759426	19	retained_intron
ENSG00000140988	ENST00000526908	ENSE00002179728	3	retained_intron
ENSG00000137509	ENST00000526918	ENSE00002185212	4	processed_transcript
ENSG00000161692	ENST00000526924	ENSE00002169537	12	nonsense_mediated_decay
ENSG00000183309	ENST00000526926	ENSE00002141959	2	protein_coding
ENSG00000159063	ENST00000526928	ENSE00002195028	3	processed_transcript
ENSG00000107518	ENST00000526946	ENSE00002162832	6	protein_coding
ENSG00000254431	ENST00000526947	ENSE00002176147	2	lncRNA
ENSG00000172757	ENST00000526975	ENSE00002163928	3	protein_coding
ENSG00000255112	ENST00000526991	ENSE00002193578	1	protein_coding
ENSG00000175104	ENST00000526995	ENSE00002178885	7	protein_coding
ENSG00000112339	ENST00000527005	ENSE00003540629	6	retained_intron
ENSG00000134215	ENST00000527011	ENSE00001451629	28	protein_coding
ENSG00000110321	ENST00000527015	ENSE00002197622	2	retained_intron
ENSG00000137500	ENST00000527025	ENSE00002144275	9	nonsense_mediated_decay
ENSG00000079459	ENST00000527045	ENSE00002180672	2	retained_intron
ENSG00000179632	ENST00000527058	ENSE00002166713	6	protein_coding
ENSG00000189332	ENST00000527059	ENSE00002163143	2	processed_transcript
ENSG00000185946	ENST00000527062	ENSE00003787118	8	protein_coding
ENSG00000255559	ENST00000527067	ENSE00002185566	1	lncRNA
ENSG00000166012	ENST00000527068	ENSE00002182337	5	retained_intron
ENSG00000090581	ENST00000527076	ENSE00002199927	5	retained_intron
ENSG00000151498	ENST00000527082	ENSE00002189762	4	retained_intron
ENSG00000283154	ENST00000527095	ENSE00002278290	7	protein_coding
ENSG00000175536	ENST00000527115	ENSE00002156622	2	protein_coding
ENSG00000162521	ENST00000527118	ENSE00002199937	5	nonsense_mediated_decay
ENSG00000143228	ENST00000527120	ENSE00002176746	3	retained_intron
ENSG00000108021	ENST00000527124	ENSE00002143644	3	retained_intron
ENSG00000149547	ENST00000527131	ENSE00002166041	6	protein_coding
ENSG00000173120	ENST00000527157	ENSE00002148549	3	processed_transcript
ENSG00000177030	ENST00000527170	ENSE00003506111	10	nonsense_mediated_decay
ENSG00000111011	ENST00000527173	ENSE00002166518	10	retained_intron
ENSG00000109929	ENST00000527183	ENSE00002151377	2	retained_intron
ENSG00000167283	ENST00000527186	ENSE00002169346	2	retained_intron
ENSG00000178719	ENST00000527194	ENSE00002186906	5	protein_coding
ENSG00000179950	ENST00000527197	ENSE00002174995	10	protein_coding
ENSG00000149480	ENST00000527204	ENSE00002189259	18	protein_coding
ENSG00000149091	ENST00000527211	ENSE00002167994	3	retained_intron
ENSG00000175115	ENST00000527224	ENSE00002160957	7	retained_intron
ENSG00000150768	ENST00000527231	ENSE00002194264	2	retained_intron
ENSG00000254440	ENST00000527246	ENSE00002142146	1	protein_coding
ENSG00000166337	ENST00000527248	ENSE00002144869	4	protein_coding
ENSG00000150433	ENST00000527257	ENSE00002175818	2	retained_intron
ENSG00000137692	ENST00000527260	ENSE00002155155	6	protein_coding
ENSG00000074201	ENST00000527265	ENSE00002148241	2	retained_intron
ENSG00000178209	ENST00000527303	ENSE00001244232	32	protein_coding
ENSG00000173327	ENST00000527304	ENSE00002177062	1	retained_intron
ENSG00000168172	ENST00000527306	ENSE00002182321	16	retained_intron
ENSG00000141568	ENST00000527313	ENSE00002642129	3	retained_intron
ENSG00000255346	ENST00000527315	ENSE00002187916	15	retained_intron
ENSG00000110651	ENST00000527343	ENSE00002185621	8	protein_coding
ENSG00000149557	ENST00000527350	ENSE00002193452	6	processed_transcript
ENSG00000255072	ENST00000527353	ENSE00002193394	1	protein_coding
ENSG00000186166	ENST00000527356	ENSE00002193582	4	retained_intron
ENSG00000182919	ENST00000527363	ENSE00002190699	6	protein_coding
ENSG00000196535	ENST00000527372	ENSE00003737977	42	protein_coding
ENSG00000175115	ENST00000527380	ENSE00002174719	5	protein_coding
ENSG00000174903	ENST00000527397	ENSE00002194125	5	protein_coding
ENSG00000111011	ENST00000527399	ENSE00003462765	8	nonsense_mediated_decay
ENSG00000135365	ENST00000527401	ENSE00002167123	10	retained_intron
ENSG00000254843	ENST00000527404	ENSE00002186944	1	processed_pseudogene
ENSG00000120925	ENST00000527424	ENSE00002184629	7	protein_coding
ENSG00000119707	ENST00000527432	ENSE00002163409	20	protein_coding
ENSG00000231439	ENST00000527434	ENSE00003545780	2	lncRNA
ENSG00000137185	ENST00000527436	ENSE00002201561	3	protein_coding
ENSG00000143228	ENST00000527439	ENSE00002148345	5	retained_intron
ENSG00000149273	ENST00000527446	ENSE00002186890	7	protein_coding
ENSG00000137504	ENST00000527447	ENSE00002164317	1	protein_coding
ENSG00000119707	ENST00000527449	ENSE00002172973	6	retained_intron
ENSG00000077514	ENST00000527458	ENSE00002167588	12	protein_coding
ENSG00000196323	ENST00000527478	ENSE00002196798	6	protein_coding
ENSG00000147548	ENST00000527502	ENSE00002188132	24	protein_coding
ENSG00000180773	ENST00000527503	ENSE00002176013	2	retained_intron
ENSG00000078124	ENST00000527508	ENSE00002180237	8	processed_transcript
ENSG00000150687	ENST00000527521	ENSE00002198658	2	protein_coding
ENSG00000213445	ENST00000527525	ENSE00002189873	17	protein_coding
ENSG00000166323	ENST00000527531	ENSE00002198822	12	nonsense_mediated_decay
ENSG00000029363	ENST00000527536	ENSE00002176679	12	protein_coding
ENSG00000004897	ENST00000527547	ENSE00002174351	19	protein_coding
ENSG00000179832	ENST00000527552	ENSE00002178003	31	retained_intron
ENSG00000100697	ENST00000527554	ENSE00002188673	2	retained_intron
ENSG00000187079	ENST00000527575	ENSE00002158058	11	protein_coding
ENSG00000112339	ENST00000527578	ENSE00003569217	15	protein_coding
ENSG00000070081	ENST00000527580	ENSE00002162640	7	protein_coding
ENSG00000170222	ENST00000527582	ENSE00002195874	2	retained_intron
ENSG00000213713	ENST00000527583	ENSE00002161205	1	processed_pseudogene
ENSG00000151502	ENST00000527586	ENSE00002176330	4	nonsense_mediated_decay
ENSG00000137713	ENST00000527614	ENSE00001624344	15	protein_coding
ENSG00000118513	ENST00000527615	ENSE00002150595	14	protein_coding
ENSG00000014138	ENST00000527618	ENSE00001327050	11	retained_intron
ENSG00000187079	ENST00000527636	ENSE00002193739	13	protein_coding
ENSG00000167323	ENST00000527651	ENSE00002189264	13	protein_coding
ENSG00000118181	ENST00000527673	ENSE00003849338	5	protein_coding
ENSG00000230724	ENST00000527683	ENSE00002165894	5	lncRNA
ENSG00000198431	ENST00000527688	ENSE00003539672	15	nonsense_mediated_decay
ENSG00000170242	ENST00000527733	ENSE00002187969	28	protein_coding
ENSG00000104529	ENST00000527741	ENSE00003601028	4	retained_intron
ENSG00000172273	ENST00000527755	ENSE00002171186	5	retained_intron
ENSG00000172379	ENST00000527771	ENSE00002172553	19	protein_coding
ENSG00000137692	ENST00000527779	ENSE00003561719	6	nonsense_mediated_decay
ENSG00000060749	ENST00000527788	ENSE00002169305	16	processed_transcript
ENSG00000118181	ENST00000527791	ENSE00001336380	5	nonsense_mediated_decay
ENSG00000168056	ENST00000527792	ENSE00002164916	3	retained_intron
ENSG00000111011	ENST00000527796	ENSE00002141129	5	retained_intron
ENSG00000255158	ENST00000527799	ENSE00002194430	3	lncRNA
ENSG00000149311	ENST00000527805	ENSE00002172866	27	protein_coding
ENSG00000255537	ENST00000527818	ENSE00002154287	2	lncRNA
ENSG00000149089	ENST00000527830	ENSE00002187591	6	processed_transcript
ENSG00000245680	ENST00000527838	ENSE00003564542	6	protein_coding
ENSG00000118058	ENST00000527839	ENSE00003835783	7	retained_intron
ENSG00000149547	ENST00000527842	ENSE00003785932	8	protein_coding
ENSG00000131781	ENST00000527849	ENSE00002183714	9	nonsense_mediated_decay
ENSG00000014138	ENST00000527850	ENSE00002192510	16	nonsense_mediated_decay
ENSG00000160613	ENST00000527861	ENSE00002158569	3	retained_intron
ENSG00000161692	ENST00000527862	ENSE00002167023	7	retained_intron
ENSG00000126457	ENST00000527866	ENSE00002178179	2	processed_transcript
ENSG00000255150	ENST00000527879	ENSE00002159830	1	protein_coding
ENSG00000182704	ENST00000527881	ENSE00002201219	2	protein_coding
ENSG00000074266	ENST00000527888	ENSE00003630292	3	protein_coding
ENSG00000161016	ENST00000527914	ENSE00003575507	5	protein_coding
ENSG00000129484	ENST00000527915	ENSE00002151771	15	protein_coding
ENSG00000132780	ENST00000527932	ENSE00002179197	2	retained_intron
ENSG00000101146	ENST00000527947	ENSE00002199567	11	protein_coding
ENSG00000168092	ENST00000527958	ENSE00002164200	6	protein_coding
ENSG00000085733	ENST00000527962	ENSE00002184900	4	retained_intron
ENSG00000126790	ENST00000527981	ENSE00002176913	2	retained_intron
ENSG00000185627	ENST00000527982	ENSE00002155650	1	retained_intron
ENSG00000109971	ENST00000527983	ENSE00002196823	5	retained_intron
ENSG00000254635	ENST00000527986	ENSE00002179783	3	lncRNA
ENSG00000137700	ENST00000527992	ENSE00002180943	9	processed_transcript
ENSG00000149196	ENST00000528004	ENSE00002140467	5	nonsense_mediated_decay
ENSG00000147789	ENST00000528017	ENSE00003551217	2	retained_intron
ENSG00000187066	ENST00000528029	ENSE00002198103	1	retained_intron
ENSG00000149503	ENST00000528037	ENSE00002201003	5	retained_intron
ENSG00000213593	ENST00000528042	ENSE00002155305	2	retained_intron
ENSG00000213906	ENST00000528054	ENSE00002187677	1	protein_coding
ENSG00000131051	ENST00000528062	ENSE00001712233	16	protein_coding
ENSG00000030066	ENST00000528071	ENSE00002164250	28	protein_coding
ENSG00000110700	ENST00000528074	ENSE00002164460	2	retained_intron
ENSG00000166471	ENST00000528080	ENSE00002176576	7	protein_coding
ENSG00000119707	ENST00000528081	ENSE00002150494	18	nonsense_mediated_decay
ENSG00000186166	ENST00000528088	ENSE00002161087	4	retained_intron
ENSG00000048649	ENST00000528095	ENSE00002199199	6	protein_coding
ENSG00000176148	ENST00000528107	ENSE00002156773	11	nonsense_mediated_decay
ENSG00000148925	ENST00000528120	ENSE00002153774	8	protein_coding
ENSG00000255366	ENST00000528139	ENSE00002145811	1	lncRNA
ENSG00000137500	ENST00000528149	ENSE00002174182	7	nonsense_mediated_decay
ENSG00000145050	ENST00000528157	ENSE00001649110	4	protein_coding
ENSG00000148950	ENST00000528161	ENSE00002150265	3	processed_transcript
ENSG00000151366	ENST00000528164	ENSE00002182083	2	protein_coding
ENSG00000149091	ENST00000528173	ENSE00002141472	26	retained_intron
ENSG00000162174	ENST00000528206	ENSE00002155857	2	protein_coding
ENSG00000196914	ENST00000528225	ENSE00002168102	10	retained_intron
ENSG00000029363	ENST00000528229	ENSE00002156806	3	retained_intron
ENSG00000189057	ENST00000528234	ENSE00002146456	3	retained_intron
ENSG00000110721	ENST00000528235	ENSE00002523621	8	processed_transcript
ENSG00000196600	ENST00000528239	ENSE00001546866	11	nonsense_mediated_decay
ENSG00000074266	ENST00000528250	ENSE00003558631	2	retained_intron
ENSG00000116977	ENST00000528259	ENSE00002170705	6	retained_intron
ENSG00000205531	ENST00000528261	ENSE00002141512	3	retained_intron
ENSG00000118363	ENST00000528265	ENSE00002168763	2	processed_transcript
ENSG00000174501	ENST00000528268	ENSE00002147143	27	nonsense_mediated_decay
ENSG00000118058	ENST00000528278	ENSE00002175602	4	retained_intron
ENSG00000111011	ENST00000528279	ENSE00002195888	6	protein_coding
ENSG00000117298	ENST00000528294	ENSE00002196383	5	processed_transcript
ENSG00000087365	ENST00000528302	ENSE00002152522	21	protein_coding
ENSG00000120925	ENST00000528318	ENSE00002164679	6	retained_intron
ENSG00000196922	ENST00000528327	ENSE00002192981	2	processed_transcript
ENSG00000165494	ENST00000528336	ENSE00002153642	4	retained_intron
ENSG00000254635	ENST00000528337	ENSE00002197209	3	lncRNA
ENSG00000137642	ENST00000528339	ENSE00002200069	6	retained_intron
ENSG00000161692	ENST00000528353	ENSE00002388177	5	retained_intron
ENSG00000171204	ENST00000528361	ENSE00002162168	4	nonsense_mediated_decay
ENSG00000205531	ENST00000528363	ENSE00001895498	5	retained_intron
ENSG00000074201	ENST00000528364	ENSE00002146282	7	protein_coding
ENSG00000149503	ENST00000528375	ENSE00002161488	8	retained_intron
ENSG00000198945	ENST00000528385	ENSE00002183387	7	protein_coding
ENSG00000109920	ENST00000528388	ENSE00002157603	5	processed_transcript
ENSG00000104643	ENST00000528389	ENSE00002200536	2	retained_intron
ENSG00000255267	ENST00000528390	ENSE00002192374	5	lncRNA
ENSG00000073921	ENST00000528398	ENSE00002179476	19	protein_coding
ENSG00000198382	ENST00000528420	ENSE00002169574	15	protein_coding
ENSG00000149273	ENST00000528439	ENSE00003525061	5	nonsense_mediated_decay
ENSG00000143337	ENST00000528443	ENSE00002177471	10	protein_coding
ENSG00000149150	ENST00000528450	ENSE00002144797	15	protein_coding
ENSG00000084234	ENST00000528499	ENSE00002198269	16	protein_coding
ENSG00000030066	ENST00000528501	ENSE00002143711	16	nonsense_mediated_decay
ENSG00000089597	ENST00000528503	ENSE00002182199	4	retained_intron
ENSG00000085788	ENST00000528504	ENSE00002172968	7	retained_intron
ENSG00000172890	ENST00000528509	ENSE00002182390	10	nonsense_mediated_decay
ENSG00000255495	ENST00000528514	ENSE00002182741	2	lncRNA
ENSG00000160959	ENST00000528528	ENSE00002166165	3	processed_transcript
ENSG00000187954	ENST00000528558	ENSE00002188044	3	retained_intron
ENSG00000137504	ENST00000528561	ENSE00002158244	3	retained_intron
ENSG00000206149	ENST00000528584	ENSE00002155760	14	processed_transcript
ENSG00000056972	ENST00000528599	ENSE00002161770	5	retained_intron
ENSG00000104529	ENST00000528610	ENSE00003612046	7	protein_coding
ENSG00000147548	ENST00000528627	ENSE00002183538	2	protein_coding
