ensembl_gene_id	external_gene_name	chromosome_name
ENSG00000108474	PIGL	17
ENSG00000153132	CLGN	4
ENSG00000111540	RAB5B	12
ENSG00000174021	GNG5	1
ENSG00000102898	NUTF2	16
ENSG00000137331	IER3	6
ENSG00000117151	CTBS	1
ENSG00000137161	CNPY3	6
ENSG00000149269	PAK1	11
ENSG00000102265	TIMP1	X
ENSG00000126749	EMG1	12
ENSG00000162434	JAK1	1
ENSG00000034533	ASTE1	3
ENSG00000088930	XRN2	20
ENSG00000078061	ARAF	X
ENSG00000136098	NEK3	13
ENSG00000111684	LPCAT3	12
ENSG00000156110	ADK	10
ENSG00000128683	GAD1	2
ENSG00000017260	ATP2C1	3
ENSG00000198162	MAN1A2	1
ENSG00000147044	CASK	X
ENSG00000182134	TDRKH	1
ENSG00000116120	FARSB	2
ENSG00000020922	MRE11	11
ENSG00000110514	MADD	11
ENSG00000101266	CSNK2A1	20
ENSG00000225691	HLA-C	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000121892	PDS5A	4
ENSG00000143126	CELSR2	1
ENSG00000146701	MDH2	7
ENSG00000125835	SNRPB	20
ENSG00000135018	UBQLN1	9
ENSG00000197279	ZNF165	6
ENSG00000134248	LAMTOR5	1
ENSG00000177485	ZBTB33	X
ENSG00000111328	CDK2AP1	12
ENSG00000174684	B4GAT1	11
ENSG00000115839	RAB3GAP1	2
ENSG00000175063	UBE2C	20
ENSG00000124587	PEX6	6
ENSG00000126001	CEP250	20
ENSG00000066468	FGFR2	10
ENSG00000282230	ADAM9	CHR_HSCHR8_9_CTG1
ENSG00000121774	KHDRBS1	1
ENSG00000110955	ATP5F1B	12
ENSG00000179335	CLK3	15
ENSG00000114098	ARMC8	3
ENSG00000103502	CDIPT	16
ENSG00000237441	RGL2	6
ENSG00000119950	MXI1	10
ENSG00000153140	CETN3	5
ENSG00000010219	DYRK4	12
ENSG00000078304	PPP2R5C	14
ENSG00000232126	HLA-B	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000139180	NDUFA9	12
ENSG00000180198	RCC1	1
ENSG00000204220	PFDN6	6
ENSG00000241837	ATP5PO	21
ENSG00000113356	POLR3G	5
ENSG00000140455	USP3	15
ENSG00000227057	WDR46	6
ENSG00000135047	CTSL	9
ENSG00000166200	COPS2	15
ENSG00000232838	PET117	20
ENSG00000160200	CBS	21
ENSG00000124193	SRSF6	20
ENSG00000281670	CABIN1	CHR_HSCHR22_1_CTG7
ENSG00000064933	PMS1	2
ENSG00000155903	RASA2	3
ENSG00000170088	TMEM192	4
ENSG00000234616	JRK	8
ENSG00000109466	KLHL2	4
ENSG00000107651	SEC23IP	10
ENSG00000165821	SALL2	14
ENSG00000075275	CELSR1	22
ENSG00000198242	RPL23A	17
ENSG00000010539	ZNF200	16
ENSG00000169359	SLC33A1	3
ENSG00000282752	CTDP1	CHR_HSCHR18_3_CTG2_1
ENSG00000184486	POU3F2	6
ENSG00000123983	ACSL3	2
ENSG00000125846	ZNF133	20
ENSG00000136521	NDUFB5	3
ENSG00000156958	GALK2	15
ENSG00000162139	NEU3	11
ENSG00000273397	NDUFA6	CHR_HSCHR22_2_CTG1
ENSG00000132541	RIDA	8
ENSG00000112234	FBXL4	6
ENSG00000213341	CHUK	10
ENSG00000167081	PBX3	9
ENSG00000108424	KPNB1	17
ENSG00000113810	SMC4	3
ENSG00000120053	GOT1	10
ENSG00000197548	ATG7	3
ENSG00000100596	SPTLC2	14
ENSG00000233954	UQCRHL	1
ENSG00000282003	TUBGCP3	CHR_HSCHR13_1_CTG1
ENSG00000148154	UGCG	9
ENSG00000115163	CENPA	2
ENSG00000154518	ATP5MC3	2
ENSG00000148303	RPL7A	9
ENSG00000159131	GART	21
ENSG00000234745	HLA-B	6
ENSG00000228716	DHFR	5
ENSG00000068383	INPP5A	10
ENSG00000131174	COX7B	X
ENSG00000100601	ALKBH1	14
ENSG00000178999	AURKB	17
ENSG00000166073	GPR176	15
ENSG00000271043	MTRNR2L2	5
ENSG00000113318	MSH3	5
ENSG00000164111	ANXA5	4
ENSG00000163536	SERPINI1	3
ENSG00000100575	TIMM9	14
ENSG00000104419	NDRG1	8
ENSG00000157036	EXOG	3
ENSG00000139531	SUOX	12
ENSG00000033050	ABCF2	7
ENSG00000186318	BACE1	11
ENSG00000206379	FLOT1	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000046604	DSG2	18
ENSG00000285292	ABCF2	7
ENSG00000196367	TRRAP	7
ENSG00000116062	MSH6	2
ENSG00000176165	FOXG1	14
ENSG00000114125	RNF7	3
ENSG00000111640	GAPDH	12
ENSG00000155592	ZKSCAN2	16
ENSG00000171865	RNASEH1	2
ENSG00000007168	PAFAH1B1	17
ENSG00000114520	SNX4	3
ENSG00000101473	ACOT8	20
ENSG00000124486	USP9X	X
ENSG00000087303	NID2	14
ENSG00000087365	SF3B2	11
ENSG00000101361	NOP56	20
ENSG00000065183	WDR3	1
ENSG00000204221	WDR46	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000102109	PCSK1N	X
ENSG00000102805	CLN5	13
ENSG00000158195	WASF2	1
ENSG00000184937	WT1	11
ENSG00000102580	DNAJC3	13
ENSG00000251493	FOXD1	5
ENSG00000237335	PFDN6	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000005812	FBXL3	13
ENSG00000133704	IPO8	12
ENSG00000224841	RGL2	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000100284	TOM1	22
ENSG00000106211	HSPB1	7
ENSG00000125148	MT2A	16
ENSG00000144134	RABL2A	2
ENSG00000170027	YWHAG	7
ENSG00000102144	PGK1	X
ENSG00000069849	ATP1B3	3
ENSG00000092847	AGO1	1
ENSG00000071127	WDR1	4
ENSG00000148290	SURF1	9
ENSG00000082014	SMARCD3	7
ENSG00000143321	HDGF	1
ENSG00000277365	NDUFA6	CHR_HSCHR22_3_CTG1
ENSG00000162688	AGL	1
ENSG00000188153	COL4A5	X
ENSG00000204525	HLA-C	6
ENSG00000154040	CABYR	18
ENSG00000162493	PDPN	1
ENSG00000198417	MT1F	16
ENSG00000196419	XRCC6	22
ENSG00000145741	BTF3	5
ENSG00000164880	INTS1	7
ENSG00000198315	ZKSCAN8	6
ENSG00000143294	PRCC	1
ENSG00000014919	COX15	10
ENSG00000150867	PIP4K2A	10
ENSG00000163655	GMPS	3
ENSG00000008735	MAPK8IP2	22
ENSG00000110958	PTGES3	12
ENSG00000058056	USP13	3
ENSG00000101871	MID1	X
ENSG00000100603	SNW1	14
ENSG00000159423	ALDH4A1	1
ENSG00000140332	TLE3	15
ENSG00000184545	DUSP8	11
ENSG00000168495	POLR3D	8
ENSG00000187193	MT1X	16
ENSG00000135622	SEMA4F	2
ENSG00000177600	RPLP2	11
ENSG00000131669	NINJ1	9
ENSG00000016082	ISL1	5
ENSG00000123505	AMD1	6
ENSG00000093009	CDC45	22
ENSG00000282307	SERPINF1	CHR_HSCHR17_1_CTG2
ENSG00000126778	SIX1	14
ENSG00000060491	OGFR	20
ENSG00000117984	CTSD	11
ENSG00000083168	KAT6A	8
ENSG00000128829	EIF2AK4	15
ENSG00000188931	CFAP126	1
ENSG00000126767	ELK1	X
ENSG00000124198	ARFGEF2	20
ENSG00000143252	SDHC	1
ENSG00000052802	MSMO1	4
ENSG00000152104	PTPN14	1
ENSG00000117000	RLF	1
ENSG00000172893	DHCR7	11
ENSG00000109445	ZNF330	4
ENSG00000178913	TAF7	5
ENSG00000178921	PFAS	17
ENSG00000084764	MAPRE3	2
ENSG00000165806	CASP7	10
ENSG00000130714	POMT1	9
ENSG00000238289	MICB	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000143799	PARP1	1
ENSG00000137409	MTCH1	6
ENSG00000281151	KCNQ2	CHR_HSCHR20_1_CTG4
ENSG00000081181	ARG2	14
ENSG00000100568	VTI1B	14
ENSG00000173905	GOLIM4	3
ENSG00000108848	LUC7L3	17
ENSG00000213853	EMP2	16
ENSG00000197728	RPS26	12
ENSG00000112237	CCNC	6
ENSG00000136807	CDK9	9
ENSG00000126756	UXT	X
ENSG00000064419	TNPO3	7
ENSG00000116809	ZBTB17	1
ENSG00000198517	MAFK	7
ENSG00000119862	LGALSL	2
ENSG00000128311	TST	22
ENSG00000137185	ZSCAN9	6
ENSG00000169139	UBE2V2	8
ENSG00000154734	ADAMTS1	21
ENSG00000132581	SDF2	17
ENSG00000225830	ERCC6	10
ENSG00000163508	EOMES	3
ENSG00000108389	MTMR4	17
ENSG00000084073	ZMPSTE24	1
ENSG00000104375	STK3	8
ENSG00000265354	TIMM23	10
ENSG00000067082	KLF6	10
ENSG00000027869	SH2D2A	1
ENSG00000083937	CHMP2B	3
ENSG00000169991	IFFO2	1
ENSG00000228628	ATF6B	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000281309	SURF6	CHR_HG2030_PATCH
ENSG00000281709	ZNF197	CHR_HG2066_PATCH
ENSG00000280858	RPL7A	CHR_HG2030_PATCH
ENSG00000281306	ZNF35	CHR_HG2066_PATCH
ENSG00000280627	SURF1	CHR_HG2030_PATCH
ENSG00000280873	DGKD	CHR_HG2232_PATCH
ENSG00000280831	RPS25	CHR_HG2217_PATCH
ENSG00000281320	DYRK1B	CHR_HG2021_PATCH
ENSG00000281324	LRP6	CHR_HG1362_PATCH
ENSG00000280682	HYOU1	CHR_HG2217_PATCH
ENSG00000280548	FBL	CHR_HG2021_PATCH
ENSG00000281221	PSMC4	CHR_HG2021_PATCH
ENSG00000281500	SLC37A4	CHR_HG2217_PATCH
ENSG00000284792	PTEN	CHR_HG2334_PATCH
ENSG00000282986	EIF3K	CHR_HG26_PATCH
ENSG00000282844	ACTN4	CHR_HG26_PATCH
ENSG00000282853	ECH1	CHR_HG26_PATCH
ENSG00000282947	HNRNPL	CHR_HG26_PATCH
ENSG00000283085	TPBG	CHR_HG2072_PATCH
ENSG00000283100	SIRT2	CHR_HG26_PATCH
ENSG00000282905	NFKBIB	CHR_HG26_PATCH
ENSG00000284096	PRKAR2B	CHR_HG2266_PATCH
ENSG00000283153	FRG1	CHR_HG2023_PATCH
ENSG00000283847	HBP1	CHR_HG2266_PATCH
ENSG00000284161	EEF2K	CHR_HG926_PATCH
ENSG00000284369	COG5	CHR_HG2266_PATCH
ENSG00000283777	CANX	CHR_HG30_PATCH
ENSG00000284501	MGAT4B	CHR_HG30_PATCH
ENSG00000284254	HNRNPH1	CHR_HG30_PATCH
ENSG00000284099	SQSTM1	CHR_HG30_PATCH
ENSG00000285426	RNF187	CHR_HG2002_PATCH
ENSG00000285443	ZYX	CHR_HG708_PATCH
ENSG00000283903	FGF11	CHR_HG2046_PATCH
ENSG00000283946	CHRNB1	CHR_HG2046_PATCH
ENSG00000284832	POLR2A	CHR_HG2046_PATCH
ENSG00000285109	GATA4	CHR_HG76_PATCH
ENSG00000285132	CTSB	CHR_HG76_PATCH
ENSG00000284967	FDFT1	CHR_HG76_PATCH
ENSG00000285372	TNKS	CHR_HG76_PATCH
ENSG00000285022	MFHAS1	CHR_HG76_PATCH
ENSG00000284774	HSF1	CHR_HG2419_PATCH
ENSG00000285482	DGAT1	CHR_HG2419_PATCH
ENSG00000285442	FBXL6	CHR_HG2419_PATCH
ENSG00000285049	CPSF1	CHR_HG2419_PATCH
ENSG00000285241	PCK2	CHR_HG1_PATCH
ENSG00000284916	PSME1	CHR_HG1_PATCH
ENSG00000284889	PSME2	CHR_HG1_PATCH
ENSG00000285048	IRF9	CHR_HG1_PATCH
ENSG00000285465	TM9SF1	CHR_HG1_PATCH
ENSG00000285302	CHMP4A	CHR_HG1_PATCH
ENSG00000285246	NEDD8	CHR_HG1_PATCH
ENSG00000284915	TINF2	CHR_HG1_PATCH
ENSG00000285193	RABGGTA	CHR_HG1_PATCH
ENSG00000285199	CIDEB	CHR_HG1_PATCH
ENSG00000285387	NDUFS3	CHR_HG2114_PATCH
ENSG00000285121	MTCH2	CHR_HG2114_PATCH
ENSG00000288475	CASP8AP2	CHR_HG2121_PATCH
ENSG00000285485	NFATC4	CHR_HG1_PATCH
ENSG00000288512	C1R	CHR_HG1398_PATCH
ENSG00000288445	HPS5	CHR_HG2111_PATCH
ENSG00000288401	CTTN	CHR_HG2115_PATCH
ENSG00000288114	GTF2H1	CHR_HG2111_PATCH
ENSG00000288299	LDHA	CHR_HG2111_PATCH
ENSG00000288217	PEX5	CHR_HG1398_PATCH
ENSG00000288455	SEMA7A	CHR_HG2198_PATCH
ENSG00000288295	MCTS1	CHR_HG439_PATCH
ENSG00000288130	TNRC6A	CHR_HG2471_PATCH
ENSG00000288283	RFX1	CHR_HG109_PATCH
ENSG00000288185	IL27RA	CHR_HG109_PATCH
ENSG00000288318	PALM3	CHR_HG109_PATCH
ENSG00000288516	PRKACA	CHR_HG109_PATCH
ENSG00000288145	EIF5A	CHR_HG2087_PATCH
ENSG00000288325	GPS2	CHR_HG2087_PATCH
ENSG00000288399	KCTD11	CHR_HG2087_PATCH
ENSG00000281013	NDUFA6	CHR_HSCHR22_4_CTG1
ENSG00000280467	TCF20	CHR_HSCHR22_4_CTG1
ENSG00000282958	HNRNPR	CHR_HSCHR1_4_CTG3
ENSG00000282984	TBCE	CHR_HSCHR1_5_CTG32_1
ENSG00000282972	GNG4	CHR_HSCHR1_5_CTG32_1
ENSG00000281897	TCF20	CHR_HSCHR22_5_CTG1
ENSG00000282899	E2F2	CHR_HSCHR1_4_CTG3
ENSG00000283060	ID3	CHR_HSCHR1_4_CTG3
ENSG00000283630	FRG1	CHR_HSCHR4_11_CTG12
ENSG00000283026	TCF20	CHR_HSCHR22_6_CTG1
ENSG00000283447	NDUFS1	CHR_HSCHR2_6_CTG7_2
ENSG00000282892	TCF20	CHR_HSCHR22_7_CTG1
ENSG00000283391	EEF1B2	CHR_HSCHR2_6_CTG7_2
ENSG00000284468	SLC25A24	CHR_HSCHR1_6_CTG3
ENSG00000284137	LLGL1	CHR_HSCHR17_3_CTG1
ENSG00000283681	TCF20	CHR_HSCHR22_8_CTG1
ENSG00000284571	FLII	CHR_HSCHR17_3_CTG1
ENSG00000284238	TOP3A	CHR_HSCHR17_3_CTG1
ENSG00000284320	SHMT1	CHR_HSCHR17_3_CTG1
ENSG00000285317	DNAJC8	CHR_HSCHR1_8_CTG3
ENSG00000285434	CRYGD	CHR_HSCHR2_8_CTG7_2
ENSG00000285023	CHORDC1	CHR_HSCHR11_2_CTG8
ENSG00000284901	RUVBL1	CHR_HSCHR3_9_CTG2_1
ENSG00000281230	SERTAD4	CHR_HG1832_PATCH
ENSG00000281540	RCC2	CHR_HG2095_PATCH
ENSG00000273896	TSEN34	CHR_HSCHR19LRC_LRC_T_CTG3_1
ENSG00000277615	CNOT3	CHR_HSCHR19LRC_PGF2_CTG3_1
ENSG00000277923	MBOAT7	CHR_HSCHR19LRC_LRC_T_CTG3_1
ENSG00000277733	MBOAT7	CHR_HSCHR19LRC_LRC_S_CTG3_1
ENSG00000274672	TSEN34	CHR_HSCHR19LRC_LRC_J_CTG3_1
ENSG00000277457	LENG1	CHR_HSCHR19LRC_LRC_S_CTG3_1
ENSG00000278257	LENG1	CHR_HSCHR19LRC_PGF2_CTG3_1
ENSG00000277025	MBOAT7	CHR_HSCHR19LRC_LRC_J_CTG3_1
ENSG00000276628	LENG1	CHR_HSCHR19LRC_LRC_I_CTG3_1
ENSG00000275746	KLF13	CHR_HSCHR15_4_CTG8
ENSG00000274194	MBOAT7	CHR_HSCHR19LRC_PGF2_CTG3_1
ENSG00000276787	FAN1	CHR_HSCHR15_4_CTG8
ENSG00000275165	TSEN34	CHR_HSCHR19LRC_LRC_S_CTG3_1
ENSG00000276082	CNOT3	CHR_HSCHR19LRC_LRC_J_CTG3_1
ENSG00000278322	MBOAT7	CHR_HSCHR19LRC_COX2_CTG3_1
ENSG00000274796	TSEN34	CHR_HSCHR19LRC_COX2_CTG3_1
ENSG00000275935	LENG1	CHR_HSCHR19LRC_LRC_J_CTG3_1
ENSG00000276774	LENG1	CHR_HSCHR19LRC_COX2_CTG3_1
ENSG00000283034	ZNF445	CHR_HG2066_PATCH
ENSG00000277086	MTMR10	CHR_HSCHR15_4_CTG8
ENSG00000275979	CNOT3	CHR_HSCHR19LRC_LRC_S_CTG3_1
ENSG00000274941	CNOT3	CHR_HSCHR19LRC_LRC_I_CTG3_1
ENSG00000278519	MBOAT7	CHR_HSCHR19LRC_LRC_I_CTG3_1
ENSG00000278712	TSEN34	CHR_HSCHR19LRC_PGF2_CTG3_1
ENSG00000278426	LENG1	CHR_HSCHR19LRC_LRC_T_CTG3_1
ENSG00000274176	CNOT3	CHR_HSCHR19LRC_COX2_CTG3_1
ENSG00000274078	TSEN34	CHR_HSCHR19LRC_LRC_I_CTG3_1
ENSG00000166813	KIF7	15
ENSG00000154079	SDHAF4	6
ENSG00000140534	TICRR	15
ENSG00000018699	TTC27	2
ENSG00000198837	DENND4B	1
ENSG00000126934	MAP2K2	19
ENSG00000143614	GATAD2B	1
ENSG00000275300	MCCC2	CHR_HSCHR5_2_CTG1_1
ENSG00000143183	TMCO1	1
ENSG00000112305	SMAP1	6
ENSG00000126016	AMOT	X
ENSG00000119772	DNMT3A	2
ENSG00000138621	PPCDC	15
ENSG00000167173	C15orf39	15
ENSG00000198952	SMG5	1
ENSG00000151304	SRFBP1	5
ENSG00000178502	KLHL11	17
ENSG00000161642	ZNF385A	12
ENSG00000119900	OGFRL1	6
ENSG00000164087	POC1A	3
ENSG00000158796	DEDD	1
ENSG00000149182	ARFGAP2	11
ENSG00000138180	CEP55	10
ENSG00000023572	GLRX2	1
ENSG00000165934	CPSF2	14
ENSG00000227720	PPP1R11	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000149179	C11orf49	11
ENSG00000119004	CYP20A1	2
ENSG00000116750	UCHL5	1
ENSG00000140044	JDP2	14
ENSG00000166965	RCCD1	15
ENSG00000140553	UNC45A	15
ENSG00000224200	FKBPL	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000234487	HLA-F	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000240053	LY6G5B	6
ENSG00000198715	GLMP	1
ENSG00000204438	GPANK1	6
ENSG00000119685	TTLL5	14
ENSG00000065548	ZC3H15	2
ENSG00000166188	ZNF319	16
ENSG00000103005	USB1	16
ENSG00000178449	COX14	12
ENSG00000177082	WDR73	15
ENSG00000269226	TMSB15B	X
ENSG00000109079	TNFAIP1	17
ENSG00000004142	POLDIP2	17
ENSG00000176371	ZSCAN2	15
ENSG00000270885	RASL10B	17
ENSG00000008838	MED24	17
ENSG00000159314	ARHGAP27	17
ENSG00000163516	ANKZF1	2
ENSG00000198700	IPO9	1
ENSG00000143158	MPC2	1
ENSG00000143164	DCAF6	1
ENSG00000205571	SMN2	5
ENSG00000163521	GLB1L	2
ENSG00000129932	DOHH	19
ENSG00000018610	CXorf56	X
ENSG00000164902	PHAX	5
ENSG00000173548	SNX33	15
ENSG00000177971	IMP3	15
ENSG00000101974	ATP11C	X
ENSG00000236808	ZNRD1	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000225190	PLEKHM1	17
ENSG00000076351	SLC46A1	17
ENSG00000244045	TMEM199	17
ENSG00000105325	FZR1	19
ENSG00000120709	FAM53C	5
ENSG00000161091	MFSD12	19
ENSG00000186416	NKRF	X
ENSG00000229061	ATAT1	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000184056	VPS33B	15
ENSG00000140367	UBE2Q2	15
ENSG00000170915	PAQR8	6
ENSG00000143344	RGL1	1
ENSG00000143147	GPR161	1
ENSG00000143155	TIPRL	1
ENSG00000137413	TAF8	6
ENSG00000198756	COLGALT2	1
ENSG00000213064	SFT2D2	1
ENSG00000197696	NMB	15
ENSG00000237403	PPP1R11	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000223494	VARS2	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000166716	ZNF592	15
ENSG00000116406	EDEM3	1
ENSG00000176393	RNPEP	1
ENSG00000068120	COASY	17
ENSG00000278550	SLC43A2	CHR_HSCHR17_1_CTG2
ENSG00000105298	CACTIN	19
ENSG00000048544	MRPS10	6
ENSG00000237012	C6orf136	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000117477	CCDC181	1
ENSG00000140450	ARRDC4	15
ENSG00000117153	KLHL12	1
ENSG00000077463	SIRT6	19
ENSG00000125351	UPF3B	X
ENSG00000198863	RUNDC1	17
ENSG00000159346	ADIPOR1	1
ENSG00000130827	PLXNA3	X
ENSG00000160193	WDR4	21
ENSG00000159348	CYB5R1	1
ENSG00000126903	SLC10A3	X
ENSG00000135686	KLHL36	16
ENSG00000134602	STK26	X
ENSG00000024048	UBR2	6
ENSG00000105248	YJU2	19
ENSG00000160194	NDUFV3	21
ENSG00000234000	PPP1R18	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000173638	SLC19A1	21
ENSG00000182871	COL18A1	21
ENSG00000168411	RFWD3	16
ENSG00000071889	FAM3A	X
ENSG00000231488	ABHD16A	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000105255	FSD1	19
ENSG00000123728	RAP2C	X
ENSG00000185220	PGBD2	1
ENSG00000115425	PECR	2
ENSG00000118242	MREG	2
ENSG00000183060	LYSMD4	15
ENSG00000164466	SFXN1	5
ENSG00000153786	ZDHHC7	16
ENSG00000011451	WIZ	19
ENSG00000180992	MRPL14	6
ENSG00000112697	TMEM30A	6
ENSG00000137216	TMEM63B	6
ENSG00000172379	ARNT2	15
ENSG00000136463	TACO1	17
ENSG00000198858	R3HDM4	19
ENSG00000008382	MPND	19
ENSG00000116199	FAM20B	1
ENSG00000051596	THOC3	5
ENSG00000136379	ABHD17C	15
ENSG00000117899	MESD	15
ENSG00000186283	TOR3A	1
ENSG00000171004	HS6ST2	X
ENSG00000079246	XRCC5	2
ENSG00000131153	GINS2	16
ENSG00000131149	GSE1	16
ENSG00000108588	CCDC47	17
ENSG00000266173	STRADA	17
ENSG00000136490	LIMD2	17
ENSG00000122203	KIAA1191	5
ENSG00000048162	NOP16	5
ENSG00000175414	ARL10	5
ENSG00000146066	HIGD2A	5
ENSG00000113194	FAF2	5
ENSG00000146083	RNF44	5
ENSG00000169258	GPRIN1	5
ENSG00000206291	HLA-DPA1	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000087206	UIMC1	5
ENSG00000206289	RXRB	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000206286	VPS52	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000096150	RPS18	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000165671	NSD1	5
ENSG00000072958	AP1M1	19
ENSG00000146410	MTFR2	6
ENSG00000213347	MXD3	5
ENSG00000029363	BCLAF1	6
ENSG00000108592	FTSJ3	17
ENSG00000131188	PRR7	5
ENSG00000127527	EPS15L1	19
ENSG00000273943	CNOT3	CHR_HSCHR19LRC_LRC_T_CTG3_1
ENSG00000144451	SPAG16	2
ENSG00000196504	PRPF40A	2
ENSG00000005206	SPPL2B	19
ENSG00000137207	YIPF3	6
ENSG00000181026	AEN	15
ENSG00000160446	ZDHHC12	9
ENSG00000109083	IFT20	17
ENSG00000083838	ZNF446	19
ENSG00000182149	IST1	16
ENSG00000154114	TBCEL	11
ENSG00000083097	DOP1A	6
ENSG00000153815	CMIP	16
ENSG00000236560	PPP1R11	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000013392	RWDD2A	6
ENSG00000109084	TMEM97	17
ENSG00000105556	MIER2	19
ENSG00000249471	ZNF324B	19
ENSG00000151414	NEK7	1
ENSG00000119820	YIPF4	2
ENSG00000105229	PIAS4	19
ENSG00000135317	SNX14	6
ENSG00000134987	WDR36	5
ENSG00000278129	ZNF8	19
ENSG00000138190	EXOC6	10
ENSG00000182318	ZSCAN22	19
ENSG00000234852	ZBTB12	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000140848	CPNE2	16
ENSG00000229998	PPP1R18	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000165891	E2F7	12
ENSG00000273559	CWC25	17
ENSG00000141756	FKBP10	17
ENSG00000157827	FMNL2	2
ENSG00000168591	TMUB2	17
ENSG00000187325	TAF9B	X
ENSG00000233564	PRR3	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000136444	RSAD1	17
ENSG00000134758	RNF138	18
ENSG00000133193	FAM104A	17
ENSG00000112394	SLC16A10	6
ENSG00000135250	SRPK2	7
ENSG00000164494	PDSS2	6
ENSG00000183853	KIRREL1	1
ENSG00000141441	GAREM1	18
ENSG00000184162	NR2C2AP	19
ENSG00000114742	WDR48	3
ENSG00000167380	ZNF226	19
ENSG00000272333	KMT2B	19
ENSG00000104880	ARHGEF18	19
ENSG00000154309	DISP1	1
ENSG00000229698	HLA-F	CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000163702	IL17RC	3
ENSG00000136636	KCTD3	1
ENSG00000184428	TOP1MT	8
ENSG00000176148	TCP11L1	11
ENSG00000108961	RANGRF	17
ENSG00000066855	MTFR1	8
ENSG00000101191	DIDO1	20
ENSG00000161010	MRNIP	5
ENSG00000079691	CARMIL1	6
ENSG00000126246	IGFLR1	19
ENSG00000173065	FAM222B	17
ENSG00000125812	GZF1	20
ENSG00000130560	UBAC1	9
ENSG00000108666	C17orf75	17
ENSG00000136478	TEX2	17
ENSG00000048991	R3HDM1	2
ENSG00000172731	LRRC20	10
ENSG00000178821	TMEM52	1
ENSG00000169955	ZNF747	16
ENSG00000169957	ZNF768	16
ENSG00000084070	SMAP2	1
ENSG00000091542	ALKBH5	17
ENSG00000146409	SLC18B1	6
ENSG00000280563	NXN	CHR_HSCHR17_2_CTG2
ENSG00000125814	NAPB	20
ENSG00000162757	C1orf74	1
ENSG00000158467	AHCYL2	7
ENSG00000144711	IQSEC1	3
ENSG00000134444	RELCH	18
ENSG00000178104	PDE4DIP	1
ENSG00000111850	SMIM8	6
ENSG00000131115	ZNF227	19
ENSG00000142444	TIMM29	19
ENSG00000147027	TMEM47	X
ENSG00000136108	CKAP2	13
ENSG00000078687	TNRC6C	17
ENSG00000056972	TRAF3IP2	6
ENSG00000047579	DTNBP1	6
ENSG00000197444	OGDHL	10
ENSG00000205155	PSENEN	19
ENSG00000267796	LIN37	19
ENSG00000197226	TBC1D9B	5
ENSG00000142178	SIK1	21
ENSG00000241370	RPP21	6
ENSG00000075945	KIFAP3	1
ENSG00000204599	TRIM39	6
ENSG00000122674	CCZ1	7
ENSG00000116133	DHCR24	1
ENSG00000156875	MFSD14A	1
ENSG00000121851	POLR3GL	1
ENSG00000132205	EMILIN2	18
ENSG00000271601	LIX1L	1
ENSG00000141552	ANAPC11	17
ENSG00000121289	CEP89	19
ENSG00000203623	C6orf47	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000169951	ZNF764	16
ENSG00000135763	URB2	1
ENSG00000180979	LRRC57	15
ENSG00000215193	PEX26	22
ENSG00000104381	GDAP1	8
ENSG00000112378	PERP	6
ENSG00000198862	LTN1	21
ENSG00000172890	NADSYN1	11
ENSG00000149932	TMEM219	16
ENSG00000166788	SAAL1	11
ENSG00000104369	JPH1	8
ENSG00000131944	FAAP24	19
ENSG00000131941	RHPN2	19
ENSG00000185480	PARPBP	12
ENSG00000215305	VPS16	20
ENSG00000092094	OSGEP	14
ENSG00000163703	CRELD1	3
ENSG00000076650	GPATCH1	19
ENSG00000204231	RXRB	6
ENSG00000052850	ALX4	11
ENSG00000109016	DHRS7B	17
ENSG00000168000	BSCL2	11
ENSG00000198816	ZNF358	19
ENSG00000198331	HYLS1	11
ENSG00000274287	SCRIB	CHR_HSCHR8_3_CTG7
ENSG00000110060	PUS3	11
ENSG00000173214	MFSD4B	6
