ENSEMBL Gene ID	Gene symbol	siUPF1LL vs NT log2(fold change)	False discovery rate (FDR)
ENSG00000157510	AFAP1L1	-0.088842499	0.490752254
ENSG00000157514	TSC22D3	-0.535259797	1.30E-08
ENSG00000157538	DSCR3	0.034507233	0.652123822
ENSG00000157540	DYRK1A	0.290704802	4.78E-05
ENSG00000157557	ETS2	0.26585629	0.009641845
ENSG00000157570	TSPAN18	0.267805913	0.076170812
ENSG00000157578	LCA5L	0.704846709	0.021157623
ENSG00000157593	SLC35B2	-0.004678605	0.951125732
ENSG00000157600	TMEM164	-0.588469568	4.43E-08
ENSG00000157625	TAB3	0.395011515	2.56446E-05
ENSG00000157637	SLC38A10	0.153684438	2.66E-02
ENSG00000157657	ZNF618	0.193123449	0.195838374
ENSG00000157693	C9orf91	0.035355395	0.715666698
ENSG00000157734	SNX22	0.087931458	0.490204628
ENSG00000157741	UBN2	0.061988362	0.369133637
ENSG00000157764	BRAF	-0.071273216	0.394532757
ENSG00000157778	PSMG3	-0.127964445	0.05724974
ENSG00000157782	CABP1	0.635887747	0.197708202
ENSG00000157796	WDR19	-0.135216803	0.081689053
ENSG00000157800	SLC37A3	0.722470179	1.36E-09
ENSG00000157823	AP3S2	0.181674352	0.018804476
ENSG00000157827	FMNL2	0.290780626	1.16E-04
ENSG00000157833	GAREML	-0.410780089	0.000500946
ENSG00000157837	SPPL3	0.296378929	0.00326028
ENSG00000157851	DPYSL5	-0.398222803	3.77E-06
ENSG00000157869	RAB28	0.347204385	0.000839863
ENSG00000157870	FAM213B	-0.166830385	1.62E-01
ENSG00000157881	PANK4	0.239259682	0.003918034
ENSG00000157890	MEGF11	0.60942534	0.000530974
ENSG00000157895	C12orf43	-0.200940926	0.010939981
ENSG00000157911	PEX10	-1.416252495	2.18E-10
ENSG00000157916	RER1	-0.228629162	0.002542018
ENSG00000157927	RADIL	0.029637947	8.27E-01
ENSG00000157933	SKI	0.010260944	0.908704087
ENSG00000157954	WIPI2	0.000173744	0.998295162
ENSG00000157978	LDLRAP1	-0.026117532	0.764034225
ENSG00000157985	AGAP1	-0.050832608	0.496902786
ENSG00000158006	PAFAH2	0.256414622	0.009425867
ENSG00000158019	BRE	-0.175303988	0.040351189
ENSG00000158023	WDR66	0.114860847	0.680562644
ENSG00000158042	MRPL17	-0.29238263	0.000468794
ENSG00000158062	UBXN11	0.184967072	0.149846782
ENSG00000158079	PTPDC1	0.244489088	0.013735181
ENSG00000158089	GALNT14	-0.816773318	0.000170993
ENSG00000158092	NCK1	-0.249213275	0.008051946
ENSG00000158106	RHPN1	0.609763318	0.000047887
ENSG00000158109	TPRG1L	-0.09210654	0.39988455
ENSG00000158122	AAED1	0.114758862	0.229359338
ENSG00000158156	XKR8	-0.087538084	0.443395628
ENSG00000158158	CNNM4	-0.116405423	0.172246062
ENSG00000158161	EYA3	0.036632795	0.623213705
ENSG00000158163	DZIP1L	0.145236287	0.301513425
ENSG00000158164	TMSB15A	0.1589479	0.231608434
ENSG00000158169	FANCC	-0.636276299	4.72021E-05
ENSG00000158186	MRAS	0.163238672	0.141002454
ENSG00000158195	WASF2	0.939436381	4.44E-10
ENSG00000158201	ABHD3	0.510898113	4.79E-06
ENSG00000158234	FAIM	-1.072151639	3.93E-10
ENSG00000158258	CLSTN2	0.998964713	8.88E-03
ENSG00000158270	COLEC12	0.411711969	7.63E-06
ENSG00000158286	RNF207	0.462742655	0.062687193
ENSG00000158290	CUL4B	-0.416451633	5.38E-07
ENSG00000158292	GPR153	0.777725736	2.20443E-05
ENSG00000158301	GPRASP2	-0.224344737	2.86E-03
ENSG00000158321	AUTS2	0.524018719	2.26254E-05
ENSG00000158373	HIST1H2BD	-0.779789206	4.39E-10
ENSG00000158402	CDC25C	-0.094746107	0.314784469
ENSG00000158406	HIST1H4H	-0.84634538	1.57E-10
ENSG00000158411	MITD1	0.109005191	0.269612666
ENSG00000158417	EIF5B	-0.092005784	3.10E-01
ENSG00000158423	RIBC1	0.23266458	0.515746941
ENSG00000158427	TMSB15B	-0.102758742	0.434526747
ENSG00000158435	CNOT11	-0.850803006	4.37E-10
ENSG00000158457	TSPAN33	0.497508796	1.98916E-05
ENSG00000158458	NRG2	0.131820383	5.07E-01
ENSG00000158467	AHCYL2	0.108892232	0.267957886
ENSG00000158470	B4GALT5	-0.000689897	0.993602712
ENSG00000158480	SPATA2	-0.037188647	0.769679854
ENSG00000158483	FAM86C1	-0.649325032	0.000123302
ENSG00000158526	TSR2	0.273051313	0.000481722
ENSG00000158528	PPP1R9A	0.037781338	0.642601038
ENSG00000158545	ZC3H18	-0.145274376	0.027665765
ENSG00000158552	ZFAND2B	0.235055293	0.049564201
ENSG00000158555	GDPD5	0.662171848	0.000212426
ENSG00000158560	DYNC1I1	1.014587109	0.000620897
ENSG00000158604	TMED4	0.208566436	0.000710571
ENSG00000158615	PPP1R15B	0.056299777	0.312888953
ENSG00000158623	COPG2	-0.00077288	0.994916018
ENSG00000158636	C11orf30	0.118653385	0.167057788
ENSG00000158669	AGPAT6	-0.241942613	0.000683383
ENSG00000158691	ZSCAN12	0.040436567	0.710082103
ENSG00000158710	TAGLN2	-0.719201295	9.68E-10
ENSG00000158711	ELK4	-0.17865996	0.020882715
ENSG00000158715	SLC45A3	0.223243439	6.32E-02
ENSG00000158717	RNF166	0.134540489	0.114562507
ENSG00000158747	NBL1	-0.244346766	0.149566907
ENSG00000158769	F11R	0.481268104	0.000200714
ENSG00000158773	USF1	-0.047397193	0.485368031
ENSG00000158792	SPATA2L	-0.316847583	0.003386308
ENSG00000158793	NIT1	-0.214240416	0.010352802
ENSG00000158796	DEDD	0.174506173	0.037454594
ENSG00000158805	ZNF276	0.669524336	1.06E-06
ENSG00000158813	EDA	0.310582547	0.032302905
ENSG00000158828	PINK1	0.024947691	7.86E-01
ENSG00000158850	B4GALT3	0.239650267	0.000350788
ENSG00000158856	DMTN	1.015526389	0.000123102
ENSG00000158863	FAM160B2	0.275369144	0.040176592
ENSG00000158864	NDUFS2	0.10731846	0.065284225
ENSG00000158882	TOMM40L	0.066928969	0.409928309
ENSG00000158941	CCAR2	-0.291699198	0.000113316
ENSG00000158966	CACHD1	0.127258067	0.055230129
ENSG00000158985	CDC42SE2	-0.645453214	8.43E-07
ENSG00000158987	RAPGEF6	0.024624583	0.862171311
ENSG00000159023	EPB41	0.407625079	3.62E-07
ENSG00000159055	MIS18A	0.027871749	0.710082103
ENSG00000159063	ALG8	-0.468380558	2.10E-07
ENSG00000159069	FBXW5	0.697683641	1.32E-08
ENSG00000159079	C21orf59	-0.331271524	1.07E-03
ENSG00000159082	SYNJ1	0.188948483	2.87E-02
ENSG00000159086	PAXBP1	0.02499896	0.715763425
ENSG00000159110	IFNAR2	-0.05373793	0.787131985
ENSG00000159111	MRPL10	-0.191637772	0.011610452
ENSG00000159128	IFNGR2	0.22087902	0.003977447
ENSG00000159131	GART	-0.65376262	5.06E-10
ENSG00000159140	SON	0.997660192	5.06E-10
ENSG00000159147	DONSON	-0.047817141	4.85E-01
ENSG00000159164	SV2A	0.879833125	8.42E-10
ENSG00000159184	HOXB13	0.247110161	0.035337192
ENSG00000159199	ATP5G1	-0.462224617	2.37E-07
ENSG00000159200	RCAN1	0.224515806	0.014325797
ENSG00000159202	UBE2Z	-0.994793883	2.53E-11
ENSG00000159210	SNF8	0.151171532	0.048128485
ENSG00000159214	CCDC24	0.25440791	2.57E-01
ENSG00000159216	RUNX1	-0.175986471	0.315430091
ENSG00000159217	IGF2BP1	-0.352292137	6.08E-07
ENSG00000159228	CBR1	-0.078360306	0.231608434
ENSG00000159231	CBR3	0.334372608	1.26E-01
ENSG00000159239	C2orf81	0.810671673	0.001922194
ENSG00000159247	TUBBP5	-0.042784591	0.771719574
ENSG00000159256	MORC3	0.221841877	0.004246147
ENSG00000159259	CHAF1B	-0.541037053	1.35E-07
ENSG00000159263	SIM2	-0.33204991	0.006696064
ENSG00000159267	HLCS	-0.148143075	4.67E-02
ENSG00000159314	ARHGAP27	0.528495417	0.000858098
ENSG00000159322	ADPGK	0.053734244	0.384477235
ENSG00000159335	PTMS	0.370367932	5.41522E-05
ENSG00000159346	ADIPOR1	0.286582683	1.48823E-05
ENSG00000159348	CYB5R1	0.389141393	1.14611E-05
ENSG00000159352	PSMD4	0.307682305	5.15E-06
ENSG00000159363	ATP13A2	0.926227899	7.07E-10
ENSG00000159377	PSMB4	0.48325057	4.17E-09
ENSG00000159387	IRX6	-0.362054323	1.52E-01
ENSG00000159388	BTG2	0.888050479	2.08E-09
ENSG00000159399	HK2	-0.633284295	1.46E-06
ENSG00000159403	C1R	1.249189122	4.32E-06
ENSG00000159423	ALDH4A1	0.908233206	3.44E-06
ENSG00000159433	STARD9	0.560068807	8.04E-06
ENSG00000159445	THEM4	-0.408486223	2.23E-04
ENSG00000159459	UBR1	-0.167937475	9.90E-03
ENSG00000159461	AMFR	0.24366938	7.36763E-05
ENSG00000159479	MED8	0.070531622	0.352589573
ENSG00000159496	RGL4	0.001637826	0.99619532
ENSG00000159556	ISL2	0.183816966	0.142427474
ENSG00000159579	RSPRY1	-0.13804855	0.040176592
ENSG00000159592	GPBP1L1	0.118296076	0.042285866
ENSG00000159593	NAE1	-1.049656721	1.25E-11
ENSG00000159596	TMEM69	-0.262975015	0.008259282
ENSG00000159658	EFCAB14	0.360535412	5.09E-06
ENSG00000159674	SPON2	0.09246981	0.830557045
ENSG00000159685	CHCHD6	0.054004456	6.35E-01
ENSG00000159692	CTBP1	-0.305937104	0.000059896
ENSG00000159712	ANKRD18CP	-0.348415235	0.05345952
ENSG00000159714	ZDHHC1	-0.249884569	0.283605352
ENSG00000159720	ATP6V0D1	0.163860431	0.009215569
ENSG00000159733	ZFYVE28	-0.106526074	0.728207771
ENSG00000159753	RLTPR	-0.449416019	0.002893592
ENSG00000159788	RGS12	0.100383064	0.360155837
ENSG00000159792	PSKH1	-0.710312958	1.79618E-05
ENSG00000159840	ZYX	0.476442352	3.48E-06
ENSG00000159842	ABR	0.191748955	0.011977478
ENSG00000159873	CCDC117	-0.068878601	1.77E-01
ENSG00000159882	ZNF230	-0.960785451	4.81E-06
ENSG00000159884	CCDC107	0.435169473	0.188646741
ENSG00000159885	ZNF222	-1.061175645	1.04E-04
ENSG00000159905	ZNF221	-1.330930989	6.99E-06
ENSG00000159915	ZNF233	-0.24203799	0.381362534
ENSG00000159917	ZNF235	-0.796319756	2.83E-04
ENSG00000159921	GNE	0.866526488	3.09E-10
ENSG00000160007	ARHGAP35	0.014126442	0.832746148
ENSG00000160014	CALM3	0.192978455	2.92E-04
ENSG00000160049	DFFA	-0.607244252	1.14E-09
ENSG00000160050	CCDC28B	0.280072508	0.017118666
ENSG00000160051	IQCC	0.092689358	3.94E-01
ENSG00000160055	TMEM234	0.162015444	0.141533694
ENSG00000160058	BSDC1	0.578581983	8.21E-09
ENSG00000160062	ZBTB8A	0.100524417	0.520670404
ENSG00000160072	ATAD3B	0.128373504	9.19E-02
ENSG00000160075	SSU72	0.238401837	0.001437278
ENSG00000160087	UBE2J2	0.22208675	0.002318252
ENSG00000160094	ZNF362	-0.306479398	0.059328248
ENSG00000160097	FNDC5	1.035629176	2.75548E-05
ENSG00000160113	NR2F6	0.079278479	0.25682096
ENSG00000160124	CCDC58	-0.487171678	1.94E-06
ENSG00000160131	VMA21	-1.90410714	2.21E-12
ENSG00000160145	KALRN	0.499546503	9.35E-04
ENSG00000160161	CILP2	0.035809074	8.39E-01
ENSG00000160172	FAM86C2P	-0.718511986	0.002508524
ENSG00000160179	ABCG1	0.507444335	0.051783103
ENSG00000160190	SLC37A1	0.567348478	0.000622682
ENSG00000160191	PDE9A	-0.067018218	0.634205924
ENSG00000160193	WDR4	-0.291788097	0.00230201
ENSG00000160194	NDUFV3	-0.258192757	0.000391025
ENSG00000160199	PKNOX1	-0.121583778	0.101049735
ENSG00000160200	CBS	-1.068893849	5.32E-12
ENSG00000160201	U2AF1	-0.208194027	0.010770951
ENSG00000160207	HSF2BP	-0.123276011	6.05E-01
ENSG00000160208	RRP1B	-0.887122874	4.93E-12
ENSG00000160209	PDXK	-0.011353189	0.84789383
ENSG00000160211	G6PD	0.438703273	1.74E-05
ENSG00000160213	CSTB	0.359480995	3.77886E-05
ENSG00000160214	RRP1	-0.203104134	0.003830773
ENSG00000160216	AGPAT3	-0.156749874	0.011031437
ENSG00000160218	TRAPPC10	0.031285087	0.619907412
ENSG00000160221	C21orf33	-0.314299242	2.83439E-05
ENSG00000160223	ICOSLG	0.253228827	0.226015244
ENSG00000160226	C21orf2	0.183348965	0.268982023
ENSG00000160229	ZNF66	0.061434468	0.799777068
ENSG00000160233	LRRC3	0.10428769	0.582549522
ENSG00000160256	FAM207A	-0.492748476	3.23628E-05
ENSG00000160271	RALGDS	0.409846469	4.43E-06
ENSG00000160285	LSS	0.273461249	0.000246026
ENSG00000160293	VAV2	-0.585973768	1.72E-04
ENSG00000160294	MCM3AP	0.065012481	0.299620397
ENSG00000160298	C21orf58	-0.158627279	0.138530262
ENSG00000160299	PCNT	0.214830805	0.008153387
ENSG00000160305	DIP2A	0.173119186	0.018838207
ENSG00000160310	PRMT2	0.347559607	1.67376E-05
ENSG00000160323	ADAMTS13	0.30822502	0.137590092
ENSG00000160325	CACFD1	0.523008812	8.35043E-05
ENSG00000160326	SLC2A6	0.072545049	0.566023769
ENSG00000160336	ZNF761	-0.527177516	0.00013908
ENSG00000160345	C9orf116	0.116817651	0.541819307
ENSG00000160352	ZNF714	-0.142813031	0.049469726
ENSG00000160360	GPSM1	0.731110308	1.04E-07
ENSG00000160392	C19orf47	0.058142016	0.581350032
ENSG00000160401	C9orf117	0.532552076	4.39E-02
ENSG00000160404	TOR2A	0.279953428	0.005349466
ENSG00000160408	ST6GALNAC6	-0.347905716	0.000455536
ENSG00000160410	SHKBP1	0.592416288	6.92E-06
ENSG00000160439	RDH13	0.008732767	0.948055785
ENSG00000160445	ZER1	0.078729603	3.20E-01
ENSG00000160446	ZDHHC12	-0.077065207	0.392117843
ENSG00000160447	PKN3	0.738418116	4.56E-08
ENSG00000160460	SPTBN4	0.704082432	0.002000665
ENSG00000160469	BRSK1	1.073588155	1.21E-06
ENSG00000160539	PPAPDC3	-0.297141159	0.115641295
ENSG00000160551	TAOK1	0.18165101	1.91E-03
ENSG00000160563	MED27	-0.414173049	0.000102149
ENSG00000160570	DEDD2	0.476687289	2.32051E-05
ENSG00000160584	SIK3	0.147766134	0.068080321
ENSG00000160588	MPZL3	-1.41293318	2.30E-08
ENSG00000160602	NEK8	-0.046711561	0.862545965
ENSG00000160606	TLCD1	-1.000367699	1.50E-07
ENSG00000160613	PCSK7	0.693570005	1.44E-07
ENSG00000160633	SAFB	-0.187893616	1.77E-02
ENSG00000160678	S100A1	0.07043611	8.54E-01
ENSG00000160679	CHTOP	-0.202755502	0.002525748
ENSG00000160685	ZBTB7B	0.797351128	6.85E-08
ENSG00000160688	FLAD1	-0.131773135	0.06401615
ENSG00000160691	SHC1	0.203692309	1.30E-02
ENSG00000160695	VPS11	-0.414163407	5.55618E-05
ENSG00000160703	NLRX1	-0.243794471	0.01043541
ENSG00000160710	ADAR	-0.368205492	1.63E-07
ENSG00000160712	IL6R	0.747871916	0.000218699
ENSG00000160714	UBE2Q1	0.075291731	2.08E-01
ENSG00000160741	CRTC2	0.063318249	0.464167181
ENSG00000160746	ANO10	0.076719381	0.325535636
ENSG00000160752	FDPS	-0.352163368	2.29927E-05
ENSG00000160753	RUSC1	0.181434251	0.029911238
ENSG00000160766	GBAP1	0.303111982	0.216093847
ENSG00000160767	FAM189B	0.240064524	0.01715507
ENSG00000160783	PMF1	-0.03544584	0.680929899
ENSG00000160785	SLC25A44	-0.287511043	0.001062183
ENSG00000160789	LMNA	0.785805721	1.24E-09
ENSG00000160796	NBEAL2	0.515200577	7.70831E-05
ENSG00000160799	CCDC12	-0.105147867	2.72E-01
ENSG00000160803	UBQLN4	-0.147710587	0.015331746
ENSG00000160813	PPP1R35	-0.037787935	0.761651656
ENSG00000160818	GPATCH4	-0.34998554	9.64E-06
ENSG00000160828	STAG3L2	-0.1806095	0.418801407
ENSG00000160867	FGFR4	-0.052338335	6.80E-01
ENSG00000160877	NACC1	-0.138074015	0.034860957
ENSG00000160888	IER2	0.326704013	0.017455666
ENSG00000160908	ZNF394	0.199694563	0.031696411
ENSG00000160917	CPSF4	0.560506345	1.39E-06
ENSG00000160932	LY6E	0.010513574	0.891406634
ENSG00000160948	VPS28	0.845817327	4.29E-09
ENSG00000160949	TONSL	0.500200048	1.56886E-05
ENSG00000160953	MUM1	0.090863031	1.86E-01
ENSG00000160957	RECQL4	0.445856466	2.37839E-05
ENSG00000160959	LRRC14	0.005750478	0.94326031
ENSG00000160961	ZNF333	0.574230732	0.000086831
ENSG00000160963	COL26A1	-0.997586833	0.000189141
ENSG00000160972	PPP1R16A	0.409295537	0.000276816
ENSG00000160991	ORAI2	0.354187311	0.00025646
ENSG00000160993	ALKBH4	-0.101802565	0.278040495
ENSG00000160999	SH2B2	-0.059651479	0.85408848
ENSG00000161010	C5orf45	-0.028642469	0.818040702
ENSG00000161011	SQSTM1	0.018113975	0.780986147
ENSG00000161013	MGAT4B	0.402955729	2.84E-06
ENSG00000161016	RPL8	-0.272978818	6.10E-06
ENSG00000161021	MAML1	-0.022519737	7.54E-01
ENSG00000161036	LRWD1	0.231839313	1.74E-03
ENSG00000161048	NAPEPLD	-0.372934467	0.003757336
ENSG00000161057	PSMC2	0.459079231	9.94E-08
ENSG00000161082	CELF5	-0.039153158	0.906488493
ENSG00000161091	MFSD12	0.33210653	8.11E-05
ENSG00000161179	YDJC	-0.453375864	2.19E-06
ENSG00000161202	DVL3	0.781638959	3.36E-09
ENSG00000161203	AP2M1	0.009461055	8.49E-01
ENSG00000161204	ABCF3	-0.116457554	2.02E-01
ENSG00000161217	PCYT1A	0.014130461	0.835436343
ENSG00000161243	FBXO27	0.649574462	0.042249667
ENSG00000161249	DMKN	-0.831741189	1.21E-08
ENSG00000161265	U2AF1L4	0.107167916	0.593626392
ENSG00000161277	THAP8	0.349310427	2.06E-01
ENSG00000161298	ZNF382	-0.651014289	0.000284354
ENSG00000161326	DUSP14	0.261162398	0.000689105
ENSG00000161395	PGAP3	0.367094259	0.033473264
ENSG00000161405	IKZF3	-0.710902335	0.000847932
ENSG00000161513	FDXR	1.787194942	6.50E-11
ENSG00000161526	SAP30BP	0.239282942	0.004207737
ENSG00000161533	ACOX1	-0.012805986	8.47E-01
ENSG00000161542	PRPSAP1	0.177643634	0.018325965
ENSG00000161547	SRSF2	-0.295139145	0.000708137
ENSG00000161551	ZNF577	-0.465298062	0.020091055
ENSG00000161558	TMEM143	0.047993431	0.735525924
ENSG00000161618	ALDH16A1	1.054453687	8.36E-09
ENSG00000161638	ITGA5	0.548721072	2.30E-07
ENSG00000161642	ZNF385A	0.736786363	6.42E-04
ENSG00000161647	MPP3	0.441248681	9.57E-04
ENSG00000161653	NAGS	0.188400008	0.520663558
ENSG00000161654	LSM12	-0.148072579	0.048368335
ENSG00000161671	EMC10	-0.139418546	0.039689331
ENSG00000161677	JOSD2	1.579313707	3.46E-09
ENSG00000161682	FAM171A2	0.332467982	0.001419595
ENSG00000161692	DBF4B	0.368392909	3.99E-05
ENSG00000161714	PLCD3	0.353226994	0.0018618
ENSG00000161791	FMNL3	-0.072083643	0.457093184
ENSG00000161800	RACGAP1	-0.353240418	2.12E-06
ENSG00000161813	LARP4	-0.615126163	7.59E-07
ENSG00000161835	GRASP	0.581002593	6.06E-02
ENSG00000161847	RAVER1	0.38505816	2.83E-04
ENSG00000161860	SYCE2	-0.257901265	0.459455355
ENSG00000161888	SPC24	-0.515985717	7.47E-08
ENSG00000161904	LEMD2	-0.348329031	4.42068E-05
ENSG00000161912	ADCY10P1	0.242409545	2.83E-01
ENSG00000161914	ZNF653	0.270018213	0.178893395
ENSG00000161920	MED11	0.081825944	0.438599421
ENSG00000161921	CXCL16	0.27982526	0.065637834
ENSG00000161956	SENP3	-0.289211323	0.000274897
ENSG00000161960	EIF4A1	-0.36957398	0.002674612
ENSG00000161970	RPL26	-0.327090395	1.32E-06
ENSG00000161980	POLR3K	-0.686460684	2.74E-07
ENSG00000161981	SNRNP25	0.005598795	9.42E-01
ENSG00000161996	WDR90	0.252201363	1.10E-02
ENSG00000161999	JMJD8	0.076347363	0.320483633
ENSG00000162004	CCDC78	-0.192375024	0.460006927
ENSG00000162062	C16orf59	-0.467463597	1.17553E-05
ENSG00000162063	CCNF	-0.046631589	0.40258923
ENSG00000162065	TBC1D24	0.23849109	0.00258077
ENSG00000162066	AMDHD2	0.363673932	0.002356253
ENSG00000162073	PAQR4	-0.211424991	0.040649605
ENSG00000162076	FLYWCH2	-0.214500983	0.011734667
ENSG00000162086	ZNF75A	0.11766537	0.234121239
ENSG00000162104	ADCY9	0.186176682	0.004235032
ENSG00000162129	CLPB	-0.205405397	0.000668752
ENSG00000162139	NEU3	-0.289560123	0.002072869
ENSG00000162144	CYB561A3	-0.469253045	5.18776E-05
ENSG00000162174	ASRGL1	-0.377356979	0.000446981
ENSG00000162191	UBXN1	0.025684152	0.742178221
ENSG00000162194	C11orf48	-0.013470667	0.910108379
ENSG00000162222	TTC9C	-0.101892098	0.259618814
ENSG00000162227	TAF6L	0.273827611	0.00714952
ENSG00000162231	NXF1	-0.058078299	0.428089492
ENSG00000162236	STX5	-0.016529052	0.853204956
ENSG00000162241	SLC25A45	-0.23072712	0.204358664
ENSG00000162244	RPL29	-0.43382084	2.47E-08
ENSG00000162290	DCP1A	-0.094248094	0.146494333
ENSG00000162298	SYVN1	0.49236124	1.19E-05
ENSG00000162300	ZFPL1	0.71077732	0.000965553
ENSG00000162302	RPS6KA4	0.299848157	0.000887257
ENSG00000162337	LRP5	-0.445546201	8.77E-06
ENSG00000162341	TPCN2	0.366809833	0.004244461
ENSG00000162367	TAL1	-1.255216316	2.33E-03
ENSG00000162368	CMPK1	-0.166406228	0.034055061
ENSG00000162377	COA7	-0.734328052	7.06E-09
ENSG00000162378	ZYG11B	-0.139641089	0.01695415
ENSG00000162384	C1orf123	0.216466958	1.02E-02
ENSG00000162385	MAGOH	-0.103619826	0.268987567
ENSG00000162390	ACOT11	0.142305481	0.615115106
ENSG00000162396	PARS2	-0.622283082	1.77588E-05
ENSG00000162402	USP24	-0.232850965	0.000185895
ENSG00000162407	PPAP2B	0.687439004	1.90953E-05
ENSG00000162408	NOL9	-0.56853589	5.56E-09
ENSG00000162409	PRKAA2	-0.598809098	1.33E-06
ENSG00000162413	KLHL21	-0.489221798	1.91E-07
ENSG00000162415	ZSWIM5	-0.360091017	5.48E-03
ENSG00000162419	GMEB1	0.500445204	4.35E-05
ENSG00000162430	SEPN1	0.342813542	6.60336E-05
ENSG00000162433	AK4	-0.417063689	1.43684E-05
ENSG00000162434	JAK1	-1.136441223	1.82E-12
ENSG00000162437	RAVER2	-0.019091413	0.782542807
ENSG00000162441	LZIC	0.198743412	1.16E-02
ENSG00000162444	RBP7	-0.144118056	0.579851183
ENSG00000162458	FBLIM1	0.695175081	7.84E-06
ENSG00000162493	PDPN	-0.233376798	0.006194358
ENSG00000162496	DHRS3	0.083290852	5.05E-01
ENSG00000162512	SDC3	0.638466606	1.12E-07
ENSG00000162517	PEF1	-0.424569174	6.18E-07
ENSG00000162521	RBBP4	-0.072900518	1.89E-01
ENSG00000162522	KIAA1522	-0.251701992	1.67E-02
ENSG00000162542	TMCO4	-0.361543579	0.024491684
ENSG00000162545	CAMK2N1	0.325336246	0.048313139
ENSG00000162572	SCNN1D	0.566720049	0.012835959
ENSG00000162576	MXRA8	-0.08557814	0.622706722
ENSG00000162585	C1orf86	0.012932365	0.920450451
ENSG00000162599	NFIA	-0.178788545	0.064462749
ENSG00000162600	OMA1	-0.016817364	0.861629552
ENSG00000162601	MYSM1	0.254268644	0.001011509
ENSG00000162604	TM2D1	-0.008721437	0.948171044
ENSG00000162607	USP1	-0.118249408	0.060266324
ENSG00000162613	FUBP1	0.112083273	0.078752742
ENSG00000162614	NEXN	0.766096274	9.74696E-05
ENSG00000162616	DNAJB4	0.427596275	0.000946429
ENSG00000162620	LRRIQ3	0.010394952	0.960931942
ENSG00000162623	TYW3	-0.478608524	1.58E-06
ENSG00000162627	SNX7	0.474322811	9.16E-06
ENSG00000162636	FAM102B	0.998639003	3.55E-10
ENSG00000162642	C1orf52	-0.362386983	1.11E-03
ENSG00000162643	WDR63	0.773462956	9.39E-04
ENSG00000162650	ATXN7L2	0.506166696	4.40115E-05
ENSG00000162664	ZNF326	-0.084198963	0.309273555
ENSG00000162669	HFM1	0.491431083	0.043921656
ENSG00000162676	GFI1	-0.117401728	0.361251576
ENSG00000162688	AGL	-0.167289653	0.005999438
ENSG00000162694	EXTL2	-0.11793713	0.162758544
ENSG00000162695	SLC30A7	-0.174855528	0.029339597
ENSG00000162702	ZNF281	-0.289792873	0.000171535
ENSG00000162704	ARPC5	0.075398931	0.207997581
ENSG00000162714	ZNF496	0.256992984	0.003175457
ENSG00000162729	IGSF8	-0.051819214	0.611775005
ENSG00000162733	DDR2	-0.078544518	0.3657844
ENSG00000162734	PEA15	0.51506105	6.98E-08
ENSG00000162735	PEX19	0.252747334	0.000235795
ENSG00000162736	NCSTN	0.716812575	5.18E-09
ENSG00000162738	VANGL2	0.907289465	3.53E-08
ENSG00000162746	FCRLB	-0.530467233	6.51E-02
ENSG00000162755	KLHDC9	-0.367777101	2.55E-01
ENSG00000162757	C1orf74	-0.083560794	0.529230604
ENSG00000162769	FLVCR1	-0.649074877	2.50E-08
ENSG00000162772	ATF3	-0.157554941	0.149352601
ENSG00000162775	RBM15	-0.075018608	1.98E-01
ENSG00000162783	IER5	0.240582146	0.001068161
ENSG00000162804	SNED1	-0.20142523	0.525917313
ENSG00000162813	BPNT1	0.674902194	1.68E-08
ENSG00000162814	SPATA17	-0.867118759	0.040551935
ENSG00000162817	C1orf115	0.388047055	3.49E-04
ENSG00000162819	BROX	-0.169214485	0.057889353
ENSG00000162836	ACP6	0.078839455	0.368266936
ENSG00000162849	KIF26B	-0.328126665	0.180257783
ENSG00000162851	TFB2M	-0.274308318	0.010864333
ENSG00000162852	CNST	0.238634223	0.006336703
ENSG00000162869	PPP1R21	-0.182017224	0.20507878
ENSG00000162878	PKDCC	-0.220758553	0.060546374
ENSG00000162885	B3GALNT2	0.613930991	5.34E-07
ENSG00000162889	MAPKAPK2	0.516047104	2.05E-07
ENSG00000162909	CAPN2	0.049507689	3.46E-01
ENSG00000162910	MRPL55	-0.291015717	5.46E-04
ENSG00000162923	WDR26	-0.180003292	0.005399974
ENSG00000162924	REL	0.30430253	0.000935589
ENSG00000162927	PUS10	-0.005371644	0.972211183
ENSG00000162928	PEX13	0.262610878	0.003689277
ENSG00000162929	KIAA1841	0.576353056	9.68E-06
ENSG00000162931	TRIM17	0.160183737	0.533896437
ENSG00000162946	DISC1	0.186782816	2.20E-01
ENSG00000162959	MEMO1	0.49573052	0.011907113
ENSG00000162961	DPY30	0.116774458	0.1459983
ENSG00000162971	TYW5	-0.371087904	0.002660622
ENSG00000162972	C2orf47	-0.456005585	7.73732E-05
ENSG00000162976	PQLC3	-0.050773932	0.794543646
ENSG00000162980	ARL5A	-0.156552863	0.1383978
ENSG00000162994	CLHC1	0.15284682	0.468111545
ENSG00000162997	PRORSD1P	-0.070779823	0.858606392
ENSG00000162999	DUSP19	0.395953665	0.005492594
ENSG00000163001	CCDC104	-0.384713675	5.97206E-05
ENSG00000163002	NUP35	-0.46309609	7.63E-06
ENSG00000163006	CCDC138	-0.29034754	9.65995E-05
ENSG00000163013	FBXO41	0.353763196	2.99E-02
