ensembl_gene_id	signalp	tmhmm	gene_biotype	chromosome_name
ENSG00000171552		TMhelix	protein_coding	20
ENSG00000187764			protein_coding	9
ENSG00000134070			protein_coding	3
ENSG00000107242			protein_coding	9
ENSG00000133742			protein_coding	8
ENSG00000137414		TMhelix	protein_coding	6
ENSG00000087086			protein_coding	19
ENSG00000205593			protein_coding	22
ENSG00000198719	SignalP-noTM	TMhelix	protein_coding	6
ENSG00000198719	SignalP-noTM		protein_coding	6
ENSG00000187908	SignalP-noTM		protein_coding	10
ENSG00000171552			protein_coding	20
ENSG00000165632			protein_coding	10
ENSG00000287856	SignalP-noTM		protein_coding	1
ENSG00000135766			protein_coding	1
ENSG00000106772		TMhelix	protein_coding	9
ENSG00000146839	SignalP-noTM	TMhelix	protein_coding	7
ENSG00000187772			protein_coding	6
ENSG00000065057			protein_coding	16
ENSG00000077943	SignalP-noTM	TMhelix	protein_coding	10
ENSG00000237333	SignalP-noTM		protein_coding	CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000106772			protein_coding	9
ENSG00000275544			protein_coding	CHR_HSCHR3_2_CTG3
ENSG00000187908			protein_coding	10
ENSG00000006283		TMhelix	protein_coding	17
ENSG00000146674			protein_coding	7
ENSG00000283536			protein_coding	12
ENSG00000124208		TMhelix	protein_coding	20
ENSG00000146839			protein_coding	7
ENSG00000182544		TMhelix	protein_coding	12
ENSG00000171777			protein_coding	19
ENSG00000182544	SignalP-TM	TMhelix	protein_coding	12
ENSG00000184640	SignalP-noTM		protein_coding	17
ENSG00000134852			protein_coding	4
ENSG00000237918			protein_coding	CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000240849		TMhelix	protein_coding	20
ENSG00000122557		TMhelix	protein_coding	7
ENSG00000106789			protein_coding	9
ENSG00000256870		TMhelix	protein_coding	12
ENSG00000122557			protein_coding	7
ENSG00000240849			protein_coding	20
ENSG00000187210		TMhelix	protein_coding	9
ENSG00000104723	SignalP-TM	TMhelix	protein_coding	8
ENSG00000152402			protein_coding	11
ENSG00000143971			protein_coding	2
ENSG00000104723			protein_coding	8
ENSG00000185215			protein_coding	14
ENSG00000205981		TMhelix	protein_coding	3
ENSG00000111906			protein_coding	6
ENSG00000242247			protein_coding	22
ENSG00000108946			protein_coding	17
ENSG00000104723		TMhelix	protein_coding	8
ENSG00000205981			protein_coding	3
ENSG00000104812			protein_coding	19
ENSG00000005471			protein_coding	7
ENSG00000198876			protein_coding	9
ENSG00000262145			protein_coding	CHR_HSCHR12_1_CTG2_1
ENSG00000175868	SignalP-noTM		protein_coding	11
ENSG00000100314		TMhelix	protein_coding	22
ENSG00000170561			protein_coding	5
ENSG00000120563	SignalP-noTM		protein_coding	10
ENSG00000161791			protein_coding	12
ENSG00000120563			protein_coding	10
ENSG00000181449			protein_coding	3
ENSG00000183718			protein_coding	5
ENSG00000182521			protein_coding	14
ENSG00000204969	SignalP-noTM	TMhelix	protein_coding	5
ENSG00000204969	SignalP-noTM		protein_coding	5
ENSG00000100319			protein_coding	22
ENSG00000204970	SignalP-noTM	TMhelix	protein_coding	5
ENSG00000214706			protein_coding	3
ENSG00000075340			protein_coding	2
ENSG00000156374			protein_coding	10
ENSG00000198074			protein_coding	7
ENSG00000263290		TMhelix	protein_coding	CHR_HSCHR1_2_CTG31
ENSG00000124134		TMhelix	protein_coding	20
ENSG00000173821			protein_coding	17
ENSG00000175073			protein_coding	8
ENSG00000146674	SignalP-noTM		protein_coding	7
ENSG00000204970	SignalP-noTM		protein_coding	5
ENSG00000145860		TMhelix	protein_coding	5
ENSG00000115970			protein_coding	2
ENSG00000110680	SignalP-noTM		protein_coding	11
ENSG00000110680			protein_coding	11
ENSG00000205659			protein_coding	14
ENSG00000243477			protein_coding	3
ENSG00000183207			protein_coding	19
ENSG00000106128	SignalP-noTM	TMhelix	protein_coding	7
ENSG00000279000		TMhelix	protein_coding	11
ENSG00000166289			protein_coding	19
ENSG00000250120	SignalP-noTM	TMhelix	protein_coding	5
ENSG00000104327			protein_coding	8
ENSG00000106128		TMhelix	protein_coding	7
ENSG00000136942			protein_coding	9
ENSG00000179564		TMhelix	protein_coding	3
ENSG00000166396			protein_coding	18
ENSG00000176040		TMhelix	protein_coding	3
ENSG00000131943		TMhelix	protein_coding	19
ENSG00000111907			protein_coding	6
ENSG00000176040			protein_coding	3
ENSG00000131943			protein_coding	19
ENSG00000133863			protein_coding	8
ENSG00000186792	SignalP-noTM		protein_coding	3
ENSG00000250120	SignalP-noTM		protein_coding	5
ENSG00000250120			protein_coding	5
ENSG00000173818			protein_coding	17
ENSG00000108924			protein_coding	17
ENSG00000204965	SignalP-noTM	TMhelix	protein_coding	5
ENSG00000165527			protein_coding	14
ENSG00000128335		TMhelix	protein_coding	22
ENSG00000189376			protein_coding	8
ENSG00000104826	SignalP-noTM		protein_coding	19
ENSG00000136918			protein_coding	9
ENSG00000268655			protein_coding	19
ENSG00000255408	SignalP-noTM	TMhelix	protein_coding	5
ENSG00000131773			protein_coding	8
ENSG00000186792			protein_coding	3
ENSG00000255408	SignalP-noTM		protein_coding	5
ENSG00000204628			protein_coding	5
ENSG00000128335			protein_coding	22
ENSG00000204962	SignalP-noTM	TMhelix	protein_coding	5
ENSG00000120899			protein_coding	8
ENSG00000115970		TMhelix	protein_coding	2
ENSG00000175121	SignalP-noTM		protein_coding	20
ENSG00000090659			protein_coding	19
ENSG00000251664	SignalP-noTM	TMhelix	protein_coding	5
ENSG00000170683		TMhelix	protein_coding	11
ENSG00000124789			protein_coding	6
ENSG00000147854			protein_coding	9
ENSG00000226792			protein_coding	13
ENSG00000182261			protein_coding	11
ENSG00000152315		TMhelix	protein_coding	14
ENSG00000106128			protein_coding	7
ENSG00000104827	SignalP-noTM		protein_coding	19
ENSG00000141337			protein_coding	17
ENSG00000152620			protein_coding	5
ENSG00000267335			protein_coding	19
ENSG00000267335	SignalP-noTM		protein_coding	19
ENSG00000165156			protein_coding	8
ENSG00000104818			protein_coding	19
ENSG00000036530			protein_coding	14
ENSG00000104818	SignalP-noTM		protein_coding	19
ENSG00000113580			protein_coding	5
ENSG00000267631	SignalP-noTM		protein_coding	19
ENSG00000141562			protein_coding	17
ENSG00000267631			protein_coding	19
ENSG00000251664			protein_coding	5
ENSG00000186907	SignalP-noTM		protein_coding	11
ENSG00000165392			protein_coding	8
ENSG00000248383	SignalP-noTM	TMhelix	protein_coding	5
ENSG00000259305			protein_coding	8
ENSG00000138821	SignalP-noTM	TMhelix	protein_coding	4
ENSG00000135127			protein_coding	12
ENSG00000005471		TMhelix	protein_coding	7
ENSG00000278154	SignalP-noTM	TMhelix	protein_coding	CHR_HSCHR19LRC_PGF2_CTG3_1
ENSG00000118515			protein_coding	6
ENSG00000173530		TMhelix	protein_coding	8
ENSG00000189052	SignalP-noTM		protein_coding	19
ENSG00000278154		TMhelix	protein_coding	CHR_HSCHR19LRC_PGF2_CTG3_1
ENSG00000099834	SignalP-noTM	TMhelix	protein_coding	11
ENSG00000105173			protein_coding	19
ENSG00000184076		TMhelix	protein_coding	22
ENSG00000122477			protein_coding	1
ENSG00000213030	SignalP-noTM		protein_coding	19
ENSG00000036530	SignalP-noTM		protein_coding	14
ENSG00000223510			protein_coding	17
ENSG00000066322		TMhelix	protein_coding	1
ENSG00000148835			protein_coding	10
ENSG00000163631	SignalP-noTM		protein_coding	4
ENSG00000225950	SignalP-noTM		protein_coding	19
ENSG00000186493			protein_coding	5
ENSG00000276618			protein_coding	CHR_HSCHR5_2_CTG1_1
ENSG00000122435			protein_coding	1
ENSG00000196337	SignalP-noTM		protein_coding	19
ENSG00000239389	SignalP-noTM	TMhelix	protein_coding	5
ENSG00000099834			protein_coding	11
ENSG00000283288		TMhelix	protein_coding	5
ENSG00000108950		TMhelix	protein_coding	17
ENSG00000172733			protein_coding	8
ENSG00000108950			protein_coding	17
ENSG00000239389	SignalP-noTM		protein_coding	5
ENSG00000283663			protein_coding	19
ENSG00000099834	SignalP-noTM		protein_coding	11
ENSG00000249158	SignalP-noTM	TMhelix	protein_coding	5
ENSG00000177938			protein_coding	12
ENSG00000166471			protein_coding	11
ENSG00000288596			protein_coding	8
ENSG00000104848		TMhelix	protein_coding	19
ENSG00000288602			protein_coding	8
ENSG00000166471		TMhelix	protein_coding	11
ENSG00000179933			protein_coding	14
ENSG00000173915		TMhelix	protein_coding	10
ENSG00000101230	SignalP-noTM		protein_coding	20
ENSG00000118412			protein_coding	6
ENSG00000070540			protein_coding	17
ENSG00000105176			protein_coding	19
ENSG00000249158	SignalP-noTM		protein_coding	5
ENSG00000204963	SignalP-noTM	TMhelix	protein_coding	5
ENSG00000197768			protein_coding	9
ENSG00000122085			protein_coding	2
ENSG00000204963	SignalP-noTM		protein_coding	5
ENSG00000104689		TMhelix	protein_coding	8
ENSG00000279247			protein_coding	CHR_HSCHR5_2_CTG1_1
ENSG00000204967	SignalP-noTM	TMhelix	protein_coding	5
ENSG00000132432		TMhelix	protein_coding	7
ENSG00000100815			protein_coding	14
ENSG00000125944			protein_coding	1
ENSG00000081842	SignalP-noTM	TMhelix	protein_coding	5
ENSG00000267127			protein_coding	18
ENSG00000126777		TMhelix	protein_coding	14
ENSG00000126777			protein_coding	14
ENSG00000120800			protein_coding	12
ENSG00000122591			protein_coding	7
ENSG00000104852			protein_coding	19
ENSG00000081842	SignalP-noTM		protein_coding	5
ENSG00000150510			protein_coding	13
ENSG00000134046			protein_coding	18
ENSG00000108932		TMhelix	protein_coding	17
ENSG00000285304			protein_coding	22
ENSG00000204961	SignalP-noTM	TMhelix	protein_coding	5
ENSG00000241360			protein_coding	22
ENSG00000243232	SignalP-noTM	TMhelix	protein_coding	5
ENSG00000136950			protein_coding	9
ENSG00000101546			protein_coding	18
ENSG00000008018			protein_coding	6
ENSG00000146576			protein_coding	7
ENSG00000163810			protein_coding	3
ENSG00000206355			protein_coding	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000204104			protein_coding	2
ENSG00000104863			protein_coding	19
ENSG00000134265			protein_coding	18
ENSG00000243570	SignalP-noTM		protein_coding	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000100092			protein_coding	22
ENSG00000079156			protein_coding	2
ENSG00000040275			protein_coding	5
ENSG00000221916			protein_coding	19
ENSG00000162804	SignalP-noTM		protein_coding	2
ENSG00000163527		TMhelix	protein_coding	3
ENSG00000163053		TMhelix	protein_coding	2
ENSG00000163053			protein_coding	2
ENSG00000112592			protein_coding	6
ENSG00000162804			protein_coding	2
ENSG00000138182			protein_coding	10
ENSG00000175390			protein_coding	11
ENSG00000107779			protein_coding	10
ENSG00000132429		TMhelix	protein_coding	6
ENSG00000107779	SignalP-noTM	TMhelix	protein_coding	10
ENSG00000184916	SignalP-noTM	TMhelix	protein_coding	14
ENSG00000132429			protein_coding	6
ENSG00000179456			protein_coding	1
ENSG00000124006			protein_coding	2
ENSG00000099904		TMhelix	protein_coding	22
ENSG00000139998			protein_coding	14
ENSG00000070476			protein_coding	3
ENSG00000183828			protein_coding	14
ENSG00000173728			protein_coding	1
ENSG00000123999	SignalP-noTM		protein_coding	2
ENSG00000257923		TMhelix	protein_coding	7
ENSG00000137313			protein_coding	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000156650			protein_coding	10
ENSG00000111196			protein_coding	12
ENSG00000157017	SignalP-noTM	TMhelix	protein_coding	3
ENSG00000154227		TMhelix	protein_coding	15
ENSG00000214300			protein_coding	7
ENSG00000104205			protein_coding	8
ENSG00000125954			protein_coding	14
ENSG00000006283			protein_coding	17
ENSG00000047249			protein_coding	8
ENSG00000154227			protein_coding	15
ENSG00000236609			protein_coding	7
ENSG00000253250			protein_coding	8
ENSG00000100813			protein_coding	14
ENSG00000035687			protein_coding	1
ENSG00000197653			protein_coding	12
ENSG00000141510			protein_coding	17
ENSG00000180694		TMhelix	protein_coding	8
ENSG00000162384			protein_coding	1
ENSG00000184033			protein_coding	X
ENSG00000180694			protein_coding	8
ENSG00000157017			protein_coding	3
ENSG00000112276		TMhelix	protein_coding	6
ENSG00000226560			protein_coding	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000176720			protein_coding	2
ENSG00000065802			protein_coding	2
ENSG00000113240			protein_coding	5
ENSG00000119614			protein_coding	14
ENSG00000177380			protein_coding	19
ENSG00000226560	SignalP-noTM		protein_coding	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000257365			protein_coding	14
ENSG00000157017	SignalP-TM	TMhelix	protein_coding	3
ENSG00000197653		TMhelix	protein_coding	12
ENSG00000101751			protein_coding	18
ENSG00000123119			protein_coding	8
ENSG00000125945			protein_coding	1
ENSG00000066027			protein_coding	1
ENSG00000157184			protein_coding	1
ENSG00000196150			protein_coding	8
ENSG00000085514	SignalP-noTM		protein_coding	7
ENSG00000163618			protein_coding	3
ENSG00000034971			protein_coding	1
ENSG00000157014			protein_coding	3
ENSG00000181450			protein_coding	1
ENSG00000135355		TMhelix	protein_coding	6
ENSG00000100483			protein_coding	14
ENSG00000034971	SignalP-noTM		protein_coding	1
ENSG00000102786			protein_coding	13
ENSG00000283683			protein_coding	1
ENSG00000170248			protein_coding	3
ENSG00000085514	SignalP-noTM	TMhelix	protein_coding	7
ENSG00000258289			protein_coding	14
ENSG00000162576	SignalP-noTM	TMhelix	protein_coding	1
ENSG00000130528	SignalP-noTM		protein_coding	19
ENSG00000071994			protein_coding	6
ENSG00000176153			protein_coding	14
ENSG00000162576		TMhelix	protein_coding	1
ENSG00000130528			protein_coding	19
ENSG00000274958			protein_coding	CHR_HSCHR14_7_CTG1
ENSG00000135390		TMhelix	protein_coding	12
ENSG00000268043			protein_coding	1
ENSG00000198898		TMhelix	protein_coding	7
ENSG00000179195			protein_coding	12
ENSG00000135390			protein_coding	12
ENSG00000205903			protein_coding	7
ENSG00000079263			protein_coding	2
ENSG00000054523			protein_coding	1
ENSG00000283654	SignalP-noTM	TMhelix	protein_coding	14
ENSG00000283654		TMhelix	protein_coding	14
ENSG00000257923			protein_coding	7
ENSG00000085978			protein_coding	2
ENSG00000163285	SignalP-noTM	TMhelix	protein_coding	4
ENSG00000164631			protein_coding	7
ENSG00000234196			protein_coding	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000184584			protein_coding	5
ENSG00000103197			protein_coding	16
ENSG00000226171			protein_coding	CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000114767			protein_coding	3
ENSG00000206495			protein_coding	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000126266		TMhelix	protein_coding	19
ENSG00000130529			protein_coding	19
ENSG00000253309	SignalP-noTM		protein_coding	13
ENSG00000138346			protein_coding	10
ENSG00000179397	SignalP-noTM	TMhelix	protein_coding	1
ENSG00000185897		TMhelix	protein_coding	19
ENSG00000163565			protein_coding	1
ENSG00000234409			protein_coding	22
ENSG00000179397	SignalP-noTM		protein_coding	1
ENSG00000126251		TMhelix	protein_coding	19
ENSG00000179397		TMhelix	protein_coding	1
ENSG00000184584	SignalP-noTM		protein_coding	5
ENSG00000214711			protein_coding	2
ENSG00000205339			protein_coding	11
ENSG00000119242			protein_coding	12
ENSG00000113391	SignalP-noTM		protein_coding	5
ENSG00000040608	SignalP-noTM		protein_coding	22
ENSG00000113391			protein_coding	5
ENSG00000111737			protein_coding	12
ENSG00000198160	SignalP-noTM		protein_coding	1
ENSG00000040608			protein_coding	22
ENSG00000121716	SignalP-noTM	TMhelix	protein_coding	7
ENSG00000198898			protein_coding	7
ENSG00000198160			protein_coding	1
ENSG00000125952			protein_coding	14
ENSG00000164951			protein_coding	8
ENSG00000121716	SignalP-noTM		protein_coding	7
ENSG00000121716			protein_coding	7
ENSG00000178882			protein_coding	12
ENSG00000248483			protein_coding	5
ENSG00000204767			protein_coding	5
ENSG00000175756			protein_coding	1
ENSG00000170549			protein_coding	5
ENSG00000163001			protein_coding	2
ENSG00000126262		TMhelix	protein_coding	19
ENSG00000125430			protein_coding	17
ENSG00000186638			protein_coding	9
ENSG00000125430		TMhelix	protein_coding	17
ENSG00000169783	SignalP-noTM	TMhelix	protein_coding	15
ENSG00000237100			protein_coding	CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000171246	SignalP-noTM		protein_coding	17
ENSG00000060140		TMhelix	protein_coding	12
ENSG00000060140			protein_coding	12
ENSG00000242726			protein_coding	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000157020			protein_coding	3
ENSG00000285978			protein_coding	5
ENSG00000285891			protein_coding	5
ENSG00000165471	SignalP-noTM		protein_coding	10
ENSG00000165059			protein_coding	9
ENSG00000006047			protein_coding	17
ENSG00000169783	SignalP-noTM		protein_coding	15
ENSG00000107485			protein_coding	10
ENSG00000206452	SignalP-noTM	TMhelix	protein_coding	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000122417			protein_coding	1
ENSG00000188508	SignalP-noTM		protein_coding	19
ENSG00000206452			protein_coding	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000167971			protein_coding	16
ENSG00000169783			protein_coding	15
ENSG00000135476			protein_coding	12
ENSG00000169131			protein_coding	5
ENSG00000135679			protein_coding	12
ENSG00000165006			protein_coding	9
ENSG00000131653			protein_coding	16
ENSG00000206452	SignalP-noTM		protein_coding	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000188554			protein_coding	17
ENSG00000272410			protein_coding	3
ENSG00000270136			protein_coding	1
ENSG00000117533		TMhelix	protein_coding	1
ENSG00000117533			protein_coding	1
ENSG00000013016			protein_coding	2
ENSG00000102738			protein_coding	13
ENSG00000178338			protein_coding	5
ENSG00000173436			protein_coding	1
ENSG00000181856		TMhelix	protein_coding	17
ENSG00000130529		TMhelix	protein_coding	19
ENSG00000206452		TMhelix	protein_coding	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000141564			protein_coding	17
ENSG00000185261			protein_coding	5
ENSG00000285130			protein_coding	9
ENSG00000173436		TMhelix	protein_coding	1
ENSG00000181856			protein_coding	17
ENSG00000119720			protein_coding	14
ENSG00000095777			protein_coding	10
ENSG00000121764		TMhelix	protein_coding	1
ENSG00000198589			protein_coding	4
ENSG00000119139			protein_coding	9
ENSG00000162517			protein_coding	1
ENSG00000135426			protein_coding	12
ENSG00000145888	SignalP-noTM	TMhelix	protein_coding	5
ENSG00000177889			protein_coding	12
ENSG00000134516			protein_coding	5
ENSG00000100473	SignalP-noTM		protein_coding	14
ENSG00000041880			protein_coding	3
ENSG00000104938		TMhelix	protein_coding	19
ENSG00000104938			protein_coding	19
ENSG00000100764			protein_coding	14
ENSG00000135521			protein_coding	6
ENSG00000100473			protein_coding	14
ENSG00000145888			protein_coding	5
ENSG00000257065			protein_coding	6
ENSG00000135596			protein_coding	6
ENSG00000233608			protein_coding	2
ENSG00000032742			protein_coding	13
ENSG00000063127		TMhelix	protein_coding	19
ENSG00000112365			protein_coding	6
ENSG00000063127	SignalP-noTM		protein_coding	19
ENSG00000100325			protein_coding	22
ENSG00000109794			protein_coding	4
ENSG00000114529		TMhelix	protein_coding	3
ENSG00000163286	SignalP-noTM		protein_coding	2
ENSG00000103197		TMhelix	protein_coding	16
ENSG00000007392			protein_coding	16
ENSG00000130176			protein_coding	19
ENSG00000065600		TMhelix	protein_coding	1
ENSG00000077549			protein_coding	1
ENSG00000173598			protein_coding	12
ENSG00000158497			protein_coding	5
ENSG00000119042			protein_coding	2
ENSG00000104901			protein_coding	19
ENSG00000181541			protein_coding	4
ENSG00000126733			protein_coding	X
ENSG00000100478			protein_coding	14
ENSG00000152404			protein_coding	11
ENSG00000135678			protein_coding	12
ENSG00000163295	SignalP-noTM		protein_coding	2
ENSG00000104901	SignalP-noTM	TMhelix	protein_coding	19
ENSG00000172020			protein_coding	3
ENSG00000163295			protein_coding	2
ENSG00000132911		TMhelix	protein_coding	5
ENSG00000174500			protein_coding	3
ENSG00000159788			protein_coding	4
ENSG00000135899			protein_coding	2
ENSG00000196218		TMhelix	protein_coding	19
ENSG00000088836		TMhelix	protein_coding	20
ENSG00000149150		TMhelix	protein_coding	11
ENSG00000206450		TMhelix	protein_coding	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000196218			protein_coding	19
ENSG00000178965			protein_coding	1
ENSG00000149150			protein_coding	11
ENSG00000088836			protein_coding	20
ENSG00000084636	SignalP-noTM		protein_coding	1
ENSG00000112182			protein_coding	6
ENSG00000005884			protein_coding	17
ENSG00000176108			protein_coding	17
ENSG00000104894			protein_coding	19
ENSG00000135547			protein_coding	6
ENSG00000128185			protein_coding	22
ENSG00000197535			protein_coding	15
ENSG00000112419			protein_coding	6
ENSG00000150456			protein_coding	13
ENSG00000159200			protein_coding	21
ENSG00000092148			protein_coding	14
ENSG00000172458	SignalP-noTM	TMhelix	protein_coding	13
ENSG00000212710		TMhelix	protein_coding	18
ENSG00000159650			protein_coding	3
ENSG00000158747	SignalP-noTM		protein_coding	1
ENSG00000172458	SignalP-noTM		protein_coding	13
ENSG00000130165			protein_coding	19
ENSG00000117691	SignalP-noTM		protein_coding	1
ENSG00000173267			protein_coding	10
ENSG00000172458			protein_coding	13
ENSG00000274113			protein_coding	CHR_HSCHR19_4_CTG3_1
ENSG00000135678	SignalP-noTM		protein_coding	12
ENSG00000141499			protein_coding	17
ENSG00000280148			protein_coding	6
ENSG00000158747			protein_coding	1
ENSG00000100605			protein_coding	14
ENSG00000168397			protein_coding	2
ENSG00000084636			protein_coding	1
ENSG00000173611			protein_coding	9
ENSG00000198551			protein_coding	19
ENSG00000154864	SignalP-noTM		protein_coding	18
ENSG00000277092	SignalP-noTM		protein_coding	CHR_HSCHR19_4_CTG3_1
ENSG00000173269	SignalP-noTM		protein_coding	10
ENSG00000104894		TMhelix	protein_coding	19
ENSG00000116704		TMhelix	protein_coding	1
ENSG00000141568			protein_coding	17
ENSG00000173269			protein_coding	10
ENSG00000173302		TMhelix	protein_coding	2
ENSG00000183733			protein_coding	2
ENSG00000178171			protein_coding	2
ENSG00000163161			protein_coding	2
ENSG00000227471			protein_coding	7
ENSG00000008710	SignalP-noTM	TMhelix	protein_coding	16
ENSG00000118491			protein_coding	6
ENSG00000188100			protein_coding	10
ENSG00000008710			protein_coding	16
ENSG00000091831			protein_coding	6
ENSG00000188986			protein_coding	9
ENSG00000236428			protein_coding	CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000152672		TMhelix	protein_coding	2
ENSG00000106780	SignalP-noTM	TMhelix	protein_coding	9
ENSG00000078549	SignalP-noTM	TMhelix	protein_coding	7
ENSG00000116141			protein_coding	1
ENSG00000102575	SignalP-noTM		protein_coding	19
ENSG00000225180			protein_coding	17
ENSG00000185189			protein_coding	8
ENSG00000078549	SignalP-noTM		protein_coding	7
ENSG00000136935			protein_coding	9
ENSG00000148671			protein_coding	10
ENSG00000078549		TMhelix	protein_coding	7
ENSG00000106648		TMhelix	protein_coding	7
ENSG00000168703	SignalP-noTM		protein_coding	20
ENSG00000092067			protein_coding	14
ENSG00000198939			protein_coding	5
ENSG00000148680		TMhelix	protein_coding	10
ENSG00000251192			protein_coding	X
ENSG00000183260			protein_coding	20
ENSG00000124102	SignalP-noTM	TMhelix	protein_coding	20
ENSG00000106648			protein_coding	7
ENSG00000162594		TMhelix	protein_coding	1
ENSG00000213588			protein_coding	6
ENSG00000172785			protein_coding	9
ENSG00000172331			protein_coding	7
ENSG00000162594			protein_coding	1
ENSG00000102575			protein_coding	19
ENSG00000178187			protein_coding	5
ENSG00000196605			protein_coding	19
ENSG00000141580			protein_coding	17
ENSG00000005884	SignalP-TM	TMhelix	protein_coding	17
ENSG00000168594			protein_coding	4
ENSG00000168594	SignalP-noTM		protein_coding	4
ENSG00000115963			protein_coding	2
ENSG00000203963			protein_coding	1
ENSG00000075914			protein_coding	3
ENSG00000284479		TMhelix	protein_coding	2
ENSG00000159479			protein_coding	1
ENSG00000176092			protein_coding	1
ENSG00000162817		TMhelix	protein_coding	1
ENSG00000262785			protein_coding	CHR_HSCHR1_2_CTG31
ENSG00000168594	SignalP-noTM	TMhelix	protein_coding	4
ENSG00000128513			protein_coding	7
ENSG00000117791			protein_coding	1
ENSG00000134809			protein_coding	11
ENSG00000198113			protein_coding	9
ENSG00000116031		TMhelix	protein_coding	2
ENSG00000206450	SignalP-noTM	TMhelix	protein_coding	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000231135			protein_coding	CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000117791		TMhelix	protein_coding	1
ENSG00000048342			protein_coding	4
ENSG00000198435			protein_coding	9
ENSG00000102743			protein_coding	13
ENSG00000206450			protein_coding	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000214872			protein_coding	11
ENSG00000143815		TMhelix	protein_coding	1
ENSG00000143815			protein_coding	1
ENSG00000196792			protein_coding	14
ENSG00000081692			protein_coding	1
ENSG00000156587			protein_coding	11
ENSG00000154864		TMhelix	protein_coding	18
ENSG00000127452			protein_coding	19
ENSG00000068323			protein_coding	X
ENSG00000119969			protein_coding	10
ENSG00000113262	SignalP-noTM	TMhelix	protein_coding	5
ENSG00000145147	SignalP-noTM		protein_coding	4
ENSG00000180697			protein_coding	3
ENSG00000154864			protein_coding	18
ENSG00000266524	SignalP-noTM		protein_coding	10
ENSG00000136002			protein_coding	2
ENSG00000068024			protein_coding	2
ENSG00000263761	SignalP-noTM		protein_coding	10
ENSG00000145147			protein_coding	4
ENSG00000261893			protein_coding	CHR_HSCHR1_2_CTG31
ENSG00000234284			protein_coding	5
ENSG00000143740			protein_coding	1
ENSG00000180767	SignalP-noTM	TMhelix	protein_coding	3
ENSG00000153406			protein_coding	16
ENSG00000163812		TMhelix	protein_coding	3
ENSG00000163812			protein_coding	3
ENSG00000155085			protein_coding	6
ENSG00000185888	SignalP-noTM		protein_coding	1
ENSG00000163815	SignalP-noTM		protein_coding	3
ENSG00000263324		TMhelix	protein_coding	CHR_HSCHR1_2_CTG31
ENSG00000163815			protein_coding	3
ENSG00000101773			protein_coding	18
ENSG00000232421			protein_coding	CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000143816	SignalP-TM	TMhelix	protein_coding	1
ENSG00000197283			protein_coding	6
ENSG00000171759			protein_coding	12
ENSG00000253352	SignalP-noTM		protein_coding	22
ENSG00000234032			protein_coding	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000166478			protein_coding	11
ENSG00000139637	SignalP-noTM		protein_coding	12
ENSG00000168032		TMhelix	protein_coding	3
ENSG00000154342	SignalP-noTM		protein_coding	1
ENSG00000168032			protein_coding	3
ENSG00000008710		TMhelix	protein_coding	16
ENSG00000074219			protein_coding	19
ENSG00000121749			protein_coding	12
ENSG00000177932			protein_coding	5
ENSG00000139637			protein_coding	12
ENSG00000178950			protein_coding	4
ENSG00000205457			protein_coding	16
ENSG00000183624			protein_coding	3
ENSG00000124233	SignalP-noTM		protein_coding	20
ENSG00000139352			protein_coding	12
ENSG00000089154			protein_coding	12
ENSG00000225452		TMhelix	protein_coding	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000165060			protein_coding	9
ENSG00000138750			protein_coding	4
ENSG00000197763			protein_coding	3
ENSG00000139263	SignalP-noTM	TMhelix	protein_coding	12
ENSG00000139263			protein_coding	12
ENSG00000288436			protein_coding	3
ENSG00000131791			protein_coding	1
ENSG00000143761			protein_coding	1
ENSG00000204612			protein_coding	9
ENSG00000058453			protein_coding	1
ENSG00000164332			protein_coding	5
ENSG00000139200	SignalP-noTM	TMhelix	protein_coding	12
ENSG00000123349			protein_coding	12
ENSG00000087116	SignalP-noTM		protein_coding	5
ENSG00000139344			protein_coding	12
ENSG00000139200	SignalP-noTM		protein_coding	12
ENSG00000104814			protein_coding	19
ENSG00000168014			protein_coding	11
ENSG00000161609			protein_coding	19
ENSG00000172031		TMhelix	protein_coding	1
