ensembl_gene_id	ensembl_transcript_id	ensembl_exon_id	rank	transcript_length
ENSG00000116604	ENST00000348159	ENSE00001918131	12	5912
ENSG00000009335	ENST00000348165	ENSE00001395532	23	5214
ENSG00000105894	ENST00000348225	ENSE00001241341	5	1482
ENSG00000005448	ENST00000348227	ENSE00003660973	10	1147
ENSG00000196557	ENST00000348261	ENSE00002630254	35	8219
ENSG00000004660	ENST00000348335	ENSE00001489779	16	3572
ENSG00000102010	ENST00000348343	ENSE00003843797	19	2543
ENSG00000154640	ENST00000348354	ENSE00000000176	5	1410
ENSG00000119927	ENST00000348367	ENSE00001944831	22	6372
ENSG00000165209	ENST00000348403	ENSE00001728022	19	6451
ENSG00000068438	ENST00000348411	ENSE00001924841	13	1899
ENSG00000163913	ENST00000348417	ENSE00002032459	30	4075
ENSG00000119969	ENST00000348459	ENSE00001892305	22	3128
ENSG00000136942	ENST00000348462	ENSE00001955318	4	452
ENSG00000073584	ENST00000348513	ENSE00001344771	11	5150
ENSG00000124215	ENST00000348616	ENSE00001834742	18	4602
ENSG00000170482	ENST00000348729	ENSE00001812424	15	2296
ENSG00000138435	ENST00000348749	ENSE00001424185	9	1984
ENSG00000197381	ENST00000348831	ENSE00001530203	11	6902
ENSG00000153250	ENST00000348849	ENSE00001888069	14	4286
ENSG00000164746	ENST00000348904	ENSE00001886623	9	2102
ENSG00000166165	ENST00000348956	ENSE00001100366	8	1420
ENSG00000101079	ENST00000349004	ENSE00003848791	16	2971
ENSG00000141959	ENST00000349048	ENSE00003483524	22	2907
ENSG00000213199	ENST00000349064	ENSE00003563324	11	2053
ENSG00000118004	ENST00000349077	ENSE00000999153	7	1425
ENSG00000065183	ENST00000349139	ENSE00001195700	27	10004
ENSG00000135111	ENST00000349155	ENSE00002412265	7	4733
ENSG00000110756	ENST00000349215	ENSE00003896533	23	4840
ENSG00000182379	ENST00000349394	ENSE00002514274	2	1805
ENSG00000160087	ENST00000349431	ENSE00001936789	7	2260
ENSG00000159618	ENST00000349457	ENSE00002603680	12	3335
ENSG00000168036	ENST00000349496	ENSE00001867353	15	3661
ENSG00000116678	ENST00000349533	ENSE00001310674	20	8211
ENSG00000167104	ENST00000349552	ENSE00001109645	15	1362
ENSG00000035928	ENST00000349703	ENSE00001077249	25	4870
ENSG00000080503	ENST00000349721	ENSE00001319715	34	5748
ENSG00000158089	ENST00000349752	ENSE00001953846	15	2447
ENSG00000136861	ENST00000349780	ENSE00001832713	38	6232
ENSG00000104728	ENST00000349830	ENSE00002126628	29	5648
ENSG00000136155	ENST00000349847	ENSE00001881989	33	3194
ENSG00000102908	ENST00000349945	ENSE00003865617	15	13289
ENSG00000136152	ENST00000349995	ENSE00001097038	23	4555
ENSG00000100347	ENST00000350028	ENSE00001920991	15	1692
ENSG00000132780	ENST00000350030	ENSE00001815639	15	3225
ENSG00000144524	ENST00000350033	ENSE00003592347	7	2513
ENSG00000089685	ENST00000350051	ENSE00003848974	4	2574
ENSG00000089820	ENST00000350060	ENSE00003597168	22	3254
ENSG00000157388	ENST00000350061	ENSE00001365969	48	9369
ENSG00000149927	ENST00000350119	ENSE00002597008	11	2013
ENSG00000150667	ENST00000350221	ENSE00001283336	12	2816
ENSG00000147364	ENST00000350302	ENSE00001821571	10	10356
ENSG00000064835	ENST00000350375	ENSE00001220764	6	1488
ENSG00000106244	ENST00000350498	ENSE00001104225	6	2604
ENSG00000165076	ENST00000350549	ENSE00001152251	5	1239
ENSG00000102710	ENST00000350612	ENSE00003847092	26	2923
ENSG00000183048	ENST00000350690	ENSE00001301201	11	1942
ENSG00000157020	ENST00000350697	ENSE00001029794	9	1359
ENSG00000175054	ENST00000350721	ENSE00003515923	47	8158
ENSG00000041982	ENST00000350763	ENSE00001948855	28	8500
ENSG00000172273	ENST00000350777	ENSE00002158806	10	3185
ENSG00000008256	ENST00000350796	ENSE00003846866	13	4482
ENSG00000113296	ENST00000350881	ENSE00003494272	22	3222
ENSG00000128573	ENST00000350908	ENSE00003357185	17	6543
ENSG00000149485	ENST00000350997	ENSE00001298098	12	4364
ENSG00000144962	ENST00000351008	ENSE00001203364	11	2074
ENSG00000177105	ENST00000351018	ENSE00001393048	2	1295
ENSG00000159111	ENST00000351111	ENSE00001349129	5	1749
ENSG00000148702	ENST00000351270	ENSE00002210101	13	2985
ENSG00000075651	ENST00000351298	ENSE00001791884	27	6015
ENSG00000062485	ENST00000351328	ENSE00003841381	11	2915
ENSG00000147647	ENST00000351513	ENSE00001394904	10	2122
ENSG00000179295	ENST00000351677	ENSE00001397891	16	6073
ENSG00000136827	ENST00000351698	ENSE00001838107	5	2080
ENSG00000055147	ENST00000351797	ENSE00001920954	14	4414
ENSG00000125816	ENST00000351817	ENSE00001472930	2	1738
ENSG00000127989	ENST00000351870	ENSE00001132795	3	3941
ENSG00000128191	ENST00000351989	ENSE00003493614	14	4506
ENSG00000131473	ENST00000352035	ENSE00001936666	29	4293
ENSG00000213024	ENST00000352066	ENSE00003072194	3	3361
ENSG00000160190	ENST00000352133	ENSE00003845255	20	3712
ENSG00000120685	ENST00000352251	ENSE00003845398	13	5182
ENSG00000163885	ENST00000352312	ENSE00001238867	17	2117
ENSG00000103742	ENST00000352385	ENSE00001956610	20	6363
ENSG00000100243	ENST00000352397	ENSE00002307931	9	2916
ENSG00000178802	ENST00000352410	ENSE00001816780	8	5793
ENSG00000164611	ENST00000352433	ENSE00003674570	6	715
ENSG00000168530	ENST00000352451	ENSE00001463246	7	1049
ENSG00000130707	ENST00000352480	ENSE00001457680	15	1532
ENSG00000114739	ENST00000352511	ENSE00003676114	11	11782
ENSG00000100403	ENST00000352645	ENSE00001309276	23	5906
ENSG00000166596	ENST00000352665	ENSE00001860783	14	2166
ENSG00000128585	ENST00000352689	ENSE00001380696	18	11136
ENSG00000153283	ENST00000352690	ENSE00003694913	14	4328
ENSG00000140526	ENST00000352732	ENSE00001416083	11	8424
ENSG00000132432	ENST00000352861	ENSE00003892617	4	425
ENSG00000180176	ENST00000352909	ENSE00000000239	13	1827
ENSG00000154719	ENST00000352957	ENSE00003605259	10	1074
ENSG00000143498	ENST00000352967	ENSE00001916486	11	1910
ENSG00000147604	ENST00000352983	ENSE00001875584	7	1233
ENSG00000164733	ENST00000353047	ENSE00001374998	10	3733
ENSG00000147669	ENST00000353107	ENSE00001252225	4	947
ENSG00000151364	ENST00000353172	ENSE00001396819	2	1673
ENSG00000136950	ENST00000353214	ENSE00001397399	6	2507
ENSG00000165138	ENST00000353234	ENSE00001946117	15	7190
ENSG00000006007	ENST00000353258	ENSE00001223808	6	2907
ENSG00000178184	ENST00000353265	ENSE00001406309	3	3836
ENSG00000118260	ENST00000353267	ENSE00003847639	8	10095
ENSG00000185324	ENST00000353379	ENSE00001813668	13	1767
ENSG00000108557	ENST00000353383	ENSE00001407314	6	7677
ENSG00000113558	ENST00000353411	ENSE00001291683	6	9386
ENSG00000105983	ENST00000353442	ENSE00001425028	17	7950
ENSG00000157837	ENST00000353487	ENSE00001302552	11	4135
ENSG00000065559	ENST00000353533	ENSE00002732704	11	3778
ENSG00000125740	ENST00000353609	ENSE00002892216	4	3775
ENSG00000164144	ENST00000353617	ENSE00003893849	9	3542
ENSG00000166913	ENST00000353703	ENSE00001458785	6	3020
ENSG00000107175	ENST00000353704	ENSE00000833027	9	1496
ENSG00000095485	ENST00000354105	ENSE00001452536	14	2591
ENSG00000146828	ENST00000354161	ENSE00001876351	14	3315
ENSG00000167468	ENST00000354171	ENSE00003734802	7	851
ENSG00000140199	ENST00000354181	ENSE00003894853	26	8072
ENSG00000165732	ENST00000354185	ENSE00001420901	15	4664
ENSG00000021300	ENST00000354190	ENSE00002231655	8	1977
ENSG00000198168	ENST00000354193	ENSE00001413097	4	4479
ENSG00000125875	ENST00000354200	ENSE00003585358	8	4446
ENSG00000172269	ENST00000354202	ENSE00001581587	9	1913
ENSG00000187391	ENST00000354212	ENSE00003850706	22	6975
ENSG00000198276	ENST00000354216	ENSE00001714445	15	1838
ENSG00000162999	ENST00000354221	ENSE00001440996	4	5191
ENSG00000160194	ENST00000354250	ENSE00003614580	4	5725
ENSG00000101448	ENST00000354280	ENSE00001290879	4	1964
ENSG00000116661	ENST00000354287	ENSE00001817500	6	1287
ENSG00000198183	ENST00000354297	ENSE00001418677	9	1075
ENSG00000196850	ENST00000354300	ENSE00001237630	6	4994
ENSG00000129990	ENST00000354308	ENSE00002764071	9	3667
ENSG00000196196	ENST00000354323	ENSE00001408309	1	935
ENSG00000099942	ENST00000354336	ENSE00001426758	3	5342
ENSG00000119720	ENST00000354366	ENSE00002528221	14	14008
ENSG00000198612	ENST00000354371	ENSE00001819930	8	3438
ENSG00000196391	ENST00000354377	ENSE00001426164	4	3163
ENSG00000023191	ENST00000354420	ENSE00001827718	11	1952
ENSG00000188859	ENST00000354422	ENSE00001445843	2	2481
ENSG00000162620	ENST00000354431	ENSE00003894576	8	2854
ENSG00000196628	ENST00000354452	ENSE00003766717	20	8041
ENSG00000196497	ENST00000354464	ENSE00003550362	30	3498
ENSG00000105875	ENST00000354475	ENSE00001806523	15	4580
ENSG00000198171	ENST00000354488	ENSE00003465996	9	1303
ENSG00000277858	ENST00000354514	ENSE00001744885	1	591
ENSG00000076928	ENST00000354532	ENSE00003096315	29	3229
ENSG00000115841	ENST00000354545	ENSE00001585737	11	1893
ENSG00000197043	ENST00000354546	ENSE00002130581	26	2889
ENSG00000154027	ENST00000354567	ENSE00001350830	14	3280
ENSG00000198252	ENST00000354586	ENSE00001958260	11	4864
ENSG00000162971	ENST00000354611	ENSE00003619478	8	5123
ENSG00000054118	ENST00000354618	ENSE00001402345	12	4405
ENSG00000086619	ENST00000354619	ENSE00001319466	16	4994
ENSG00000156510	ENST00000354624	ENSE00001026929	18	3653
ENSG00000104044	ENST00000354638	ENSE00001127194	24	3143
ENSG00000010810	ENST00000354650	ENSE00001939766	14	3628
ENSG00000197977	ENST00000354666	ENSE00001481183	8	3988
ENSG00000104081	ENST00000354670	ENSE00001956142	5	4692
ENSG00000100029	ENST00000354694	ENSE00003709188	15	2265
ENSG00000164048	ENST00000354698	ENSE00001424309	4	3367
ENSG00000131584	ENST00000354700	ENSE00001889322	24	3793
ENSG00000164683	ENST00000354724	ENSE00002102769	5	2197
ENSG00000197157	ENST00000354725	ENSE00001925952	24	3448
ENSG00000241119	ENST00000354728	ENSE00003683715	5	2371
ENSG00000197479	ENST00000354757	ENSE00001425491	1	4153
ENSG00000196431	ENST00000354760	ENSE00001391829	6	809
ENSG00000197121	ENST00000354764	ENSE00001731807	27	11090
ENSG00000197601	ENST00000354817	ENSE00001252661	12	5266
ENSG00000136352	ENST00000354822	ENSE00000000246	3	2190
ENSG00000021461	ENST00000354829	ENSE00001591937	13	1707
ENSG00000152942	ENST00000354868	ENSE00001341196	19	3054
ENSG00000105518	ENST00000354882	ENSE00003509593	3	1256
ENSG00000095787	ENST00000354911	ENSE00001789754	14	5912
ENSG00000168079	ENST00000354914	ENSE00001947169	9	3971
ENSG00000152455	ENST00000354919	ENSE00001815292	6	3059
ENSG00000196098	ENST00000354924	ENSE00001423802	1	966
ENSG00000146963	ENST00000354926	ENSE00001402065	10	2661
ENSG00000131050	ENST00000354932	ENSE00001467180	9	1042
ENSG00000166908	ENST00000354947	ENSE00001405553	10	3176
ENSG00000114698	ENST00000354952	ENSE00003842153	9	3233
ENSG00000122176	ENST00000354955	ENSE00001848466	3	2943
ENSG00000198093	ENST00000354957	ENSE00000842697	5	3192
ENSG00000198521	ENST00000354959	ENSE00001418042	4	5235
ENSG00000138735	ENST00000354960	ENSE00001890486	21	6959
ENSG00000173848	ENST00000355029	ENSE00003850269	12	3989
ENSG00000107518	ENST00000355044	ENSE00001956054	29	8746
ENSG00000197238	ENST00000355057	ENSE00001409947	1	389
ENSG00000140398	ENST00000355059	ENSE00003741194	10	3711
ENSG00000197405	ENST00000355085	ENSE00001425109	2	2324
ENSG00000196935	ENST00000355086	ENSE00001177205	22	22920
ENSG00000197858	ENST00000355091	ENSE00001309755	12	2054
ENSG00000054179	ENST00000355097	ENSE00001880985	9	2102
ENSG00000159592	ENST00000355105	ENSE00003513737	13	3641
ENSG00000197299	ENST00000355112	ENSE00001310444	22	5240
ENSG00000198182	ENST00000355202	ENSE00002868824	5	4327
ENSG00000100413	ENST00000355209	ENSE00001845392	6	4468
ENSG00000185247	ENST00000355220	ENSE00001887473	5	1902
ENSG00000075891	ENST00000355243	ENSE00000000165	10	4189
ENSG00000197993	ENST00000355265	ENSE00001090607	19	2494
ENSG00000141503	ENST00000355280	ENSE00003543327	32	5017
ENSG00000154856	ENST00000355285	ENSE00001832122	5	3803
ENSG00000112319	ENST00000355286	ENSE00001852704	20	5701
ENSG00000196116	ENST00000355295	ENSE00001829042	17	3688
ENSG00000139436	ENST00000355312	ENSE00002335873	20	5598
ENSG00000170791	ENST00000355315	ENSE00002121544	4	1697
ENSG00000139714	ENST00000355329	ENSE00002294122	6	3803
ENSG00000166140	ENST00000355341	ENSE00003741525	11	2775
ENSG00000092054	ENST00000355349	ENSE00001527588	40	6027
ENSG00000187164	ENST00000355371	ENSE00003846629	17	6871
ENSG00000103528	ENST00000355377	ENSE00001920768	8	3088
ENSG00000161091	ENST00000355415	ENSE00001407707	10	2137
ENSG00000198624	ENST00000355417	ENSE00003527379	9	3398
ENSG00000115380	ENST00000355426	ENSE00001952333	12	2708
ENSG00000032219	ENST00000355431	ENSE00001883608	24	5864
ENSG00000109736	ENST00000355443	ENSE00003604771	13	1717
ENSG00000015676	ENST00000355451	ENSE00001551580	6	8036
ENSG00000198390	ENST00000355459	ENSE00001403567	1	792
ENSG00000243943	ENST00000355467	ENSE00003841385	14	3531
ENSG00000198055	ENST00000355472	ENSE00001515898	16	3002
ENSG00000173218	ENST00000355485	ENSE00003845520	8	8671
ENSG00000079482	ENST00000355520	ENSE00001464214	25	7569
ENSG00000198535	ENST00000355522	ENSE00001432996	2	3445
ENSG00000186431	ENST00000355524	ENSE00001938699	5	2476
ENSG00000172893	ENST00000355527	ENSE00000000018	9	2627
ENSG00000141556	ENST00000355528	ENSE00001463825	39	7159
ENSG00000182557	ENST00000355530	ENSE00003648589	12	1877
ENSG00000198597	ENST00000355537	ENSE00001351887	5	4973
ENSG00000172367	ENST00000355547	ENSE00003848671	11	2259
ENSG00000163870	ENST00000355552	ENSE00001693185	11	3752
ENSG00000078269	ENST00000355585	ENSE00001890001	27	7402
ENSG00000170516	ENST00000355591	ENSE00001136419	3	556
ENSG00000198483	ENST00000355594	ENSE00003844147	14	3359
ENSG00000198129	ENST00000355602	ENSE00001664881	2	324
ENSG00000133131	ENST00000355610	ENSE00001724793	17	3798
ENSG00000196859	ENST00000355612	ENSE00001667853	7	1752
ENSG00000005812	ENST00000355619	ENSE00001422335	5	3506
ENSG00000186591	ENST00000355621	ENSE00001408604	7	5162
ENSG00000136869	ENST00000355622	ENSE00001462052	3	12677
ENSG00000107560	ENST00000355624	ENSE00001952026	5	6399
ENSG00000108828	ENST00000355653	ENSE00001402203	6	2699
ENSG00000166987	ENST00000355673	ENSE00001412336	13	4202
ENSG00000160310	ENST00000355680	ENSE00001728083	12	2354
ENSG00000197557	ENST00000355689	ENSE00001406487	1	5744
ENSG00000181924	ENST00000355693	ENSE00002230170	2	818
ENSG00000183605	ENST00000355697	ENSE00003614459	14	1556
ENSG00000165731	ENST00000355710	ENSE00001386034	20	5617
ENSG00000128609	ENST00000355749	ENSE00001824528	5	5496
ENSG00000162654	ENST00000355754	ENSE00001452773	11	6141
ENSG00000122299	ENST00000355758	ENSE00003850603	23	3805
ENSG00000185246	ENST00000355765	ENSE00003469307	14	3532
ENSG00000119899	ENST00000355773	ENSE00001452143	11	3292
ENSG00000197591	ENST00000355784	ENSE00001278495	1	969
ENSG00000197992	ENST00000355819	ENSE00001404371	9	1733
ENSG00000225830	ENST00000355832	ENSE00001880273	21	9001
ENSG00000196923	ENST00000355841	ENSE00003506005	13	1712
ENSG00000131773	ENST00000355849	ENSE00001217253	9	1978
ENSG00000166359	ENST00000355868	ENSE00003500325	11	1702
ENSG00000196335	ENST00000355870	ENSE00003579682	24	3274
ENSG00000173890	ENST00000355897	ENSE00001434558	4	1962
ENSG00000168813	ENST00000355898	ENSE00001185554	7	7716
ENSG00000102024	ENST00000355899	ENSE00001414639	16	3288
ENSG00000197265	ENST00000355904	ENSE00001092688	8	1747
ENSG00000257017	ENST00000355906	ENSE00002618960	7	1534
ENSG00000101166	ENST00000355937	ENSE00001454162	6	2503
ENSG00000164209	ENST00000355943	ENSE00003842152	8	4745
ENSG00000198650	ENST00000355962	ENSE00001412070	12	3945
ENSG00000197971	ENST00000355994	ENSE00003487874	9	2738
ENSG00000198648	ENST00000355999	ENSE00003582963	18	3272
ENSG00000189409	ENST00000356026	ENSE00003691124	8	1248
ENSG00000152582	ENST00000356031	ENSE00003576520	37	5662
ENSG00000066933	ENST00000356056	ENSE00001944978	42	12478
ENSG00000119004	ENST00000356079	ENSE00001554594	13	10552
ENSG00000148700	ENST00000356080	ENSE00001408307	15	4413
ENSG00000196878	ENST00000356082	ENSE00001950011	23	4014
ENSG00000196739	ENST00000356083	ENSE00001462493	61	7813
ENSG00000215440	ENST00000356091	ENSE00003587261	12	2191
ENSG00000197170	ENST00000356126	ENSE00001828257	11	4356
ENSG00000198382	ENST00000356136	ENSE00001228370	15	5117
ENSG00000153086	ENST00000356140	ENSE00001513633	10	1252
ENSG00000035115	ENST00000356150	ENSE00001537031	10	1744
ENSG00000168297	ENST00000356151	ENSE00003890389	18	3001
ENSG00000156860	ENST00000356166	ENSE00001405716	18	5196
ENSG00000167098	ENST00000356173	ENSE00003847632	13	1252
ENSG00000077235	ENST00000356183	ENSE00001741439	37	7090
ENSG00000176244	ENST00000356189	ENSE00001476652	4	3370
ENSG00000143570	ENST00000356205	ENSE00001551779	4	2038
ENSG00000132819	ENST00000356208	ENSE00003677560	4	2393
ENSG00000130177	ENST00000356221	ENSE00001466662	18	2331
ENSG00000140326	ENST00000356231	ENSE00002625842	28	4657
ENSG00000145907	ENST00000356245	ENSE00001886878	12	10227
ENSG00000198301	ENST00000356260	ENSE00001895725	22	3003
ENSG00000078053	ENST00000356264	ENSE00001602804	21	3224
ENSG00000112562	ENST00000356284	ENSE00000000349	13	3082
ENSG00000125826	ENST00000356286	ENSE00000000073	12	3701
ENSG00000160593	ENST00000356289	ENSE00001557461	10	1876
ENSG00000198092	ENST00000356291	ENSE00001404332	10	2077
ENSG00000147485	ENST00000356297	ENSE00003845206	23	4807
ENSG00000092051	ENST00000356300	ENSE00001527341	6	4265
ENSG00000146918	ENST00000356309	ENSE00001869918	28	4049
ENSG00000165698	ENST00000356311	ENSE00003848759	4	2242
ENSG00000139629	ENST00000356317	ENSE00003527596	12	5307
ENSG00000198146	ENST00000356321	ENSE00001403333	3	5439
ENSG00000149269	ENST00000356341	ENSE00002141126	15	3459
ENSG00000119682	ENST00000356357	ENSE00001400828	20	5417
ENSG00000198369	ENST00000356388	ENSE00001819105	6	4519
ENSG00000198003	ENST00000356392	ENSE00001117536	13	2123
ENSG00000110697	ENST00000356404	ENSE00003892941	24	4217
ENSG00000087008	ENST00000356406	ENSE00001693940	18	2872
ENSG00000089289	ENST00000356413	ENSE00001911361	7	1682
ENSG00000103152	ENST00000356432	ENSE00001852360	4	1036
ENSG00000090932	ENST00000356433	ENSE00001400420	9	2004
ENSG00000101605	ENST00000356443	ENSE00001615622	38	5707
ENSG00000122824	ENST00000356450	ENSE00001469113	2	1925
ENSG00000198142	ENST00000356454	ENSE00001417054	1	4627
ENSG00000175063	ENST00000356455	ENSE00003843033	6	777
ENSG00000197409	ENST00000356476	ENSE00001975051	1	503
ENSG00000105220	ENST00000356487	ENSE00001423864	18	4125
ENSG00000165283	ENST00000356493	ENSE00003239244	10	1365
ENSG00000162896	ENST00000356495	ENSE00001418275	11	4275
ENSG00000197953	ENST00000356517	ENSE00002290098	5	5060
ENSG00000149451	ENST00000356518	ENSE00003548381	22	3436
ENSG00000173432	ENST00000356524	ENSE00002153675	4	518
ENSG00000147419	ENST00000356537	ENSE00003694097	9	3627
ENSG00000169218	ENST00000356545	ENSE00001401861	7	2879
ENSG00000198162	ENST00000356554	ENSE00000913387	13	8576
ENSG00000162591	ENST00000356575	ENSE00001942491	37	7443
ENSG00000142655	ENST00000356607	ENSE00001472541	9	1922
ENSG00000198576	ENST00000356613	ENSE00001418346	3	2950
ENSG00000198435	ENST00000356628	ENSE00001401563	1	2641
ENSG00000089597	ENST00000356638	ENSE00002144669	24	3835
ENSG00000176697	ENST00000356660	ENSE00003753027	2	3985
ENSG00000198681	ENST00000356661	ENSE00001452168	3	1711
ENSG00000182087	ENST00000356663	ENSE00002806299	11	2687
ENSG00000163605	ENST00000356692	ENSE00001895742	9	4957
ENSG00000146374	ENST00000356698	ENSE00001359680	5	4815
ENSG00000165629	ENST00000356708	ENSE00001815091	10	1101
ENSG00000124508	ENST00000356709	ENSE00001186259	8	3583
ENSG00000119946	ENST00000356713	ENSE00001914060	11	5702
ENSG00000197863	ENST00000356725	ENSE00001412573	5	3040
ENSG00000138821	ENST00000356736	ENSE00001519768	9	3152
ENSG00000196455	ENST00000356763	ENSE00001431034	20	5016
ENSG00000197181	ENST00000356766	ENSE00001948649	23	5114
ENSG00000168071	ENST00000356786	ENSE00001818105	27	4934
ENSG00000177689	ENST00000356790	ENSE00001408195	3	1953
ENSG00000107938	ENST00000356792	ENSE00001418292	25	4483
ENSG00000005844	ENST00000356798	ENSE00002580604	31	5129
ENSG00000115306	ENST00000356805	ENSE00001332209	36	10211
ENSG00000206177	ENST00000356815	ENSE00001410869	3	502
ENSG00000196422	ENST00000356818	ENSE00003842800	4	4951
ENSG00000184867	ENST00000356824	ENSE00001347589	6	2819
ENSG00000072778	ENST00000356839	ENSE00003602696	20	2184
ENSG00000007944	ENST00000356840	ENSE00001528068	7	3072
ENSG00000153956	ENST00000356860	ENSE00001829870	39	7542
ENSG00000173535	ENST00000356864	ENSE00001487240	5	1395
ENSG00000185963	ENST00000356884	ENSE00001404188	7	6448
ENSG00000133641	ENST00000356891	ENSE00002334441	7	2829
ENSG00000122122	ENST00000356892	ENSE00001823721	8	2661
ENSG00000197272	ENST00000356897	ENSE00001417879	5	1044
ENSG00000100678	ENST00000356921	ENSE00000000122	7	5133
ENSG00000119688	ENST00000356924	ENSE00001737357	19	3035
ENSG00000179542	ENST00000356928	ENSE00002983329	2	8736
ENSG00000182141	ENST00000356929	ENSE00001480849	4	4004
ENSG00000099246	ENST00000356940	ENSE00001415399	7	4875
ENSG00000011304	ENST00000356948	ENSE00002798271	15	3206
ENSG00000197903	ENST00000356950	ENSE00001986308	1	495
ENSG00000100151	ENST00000356976	ENSE00001902763	13	2058
ENSG00000198668	ENST00000356978	ENSE00001373724	6	4203
ENSG00000139187	ENST00000356986	ENSE00001431472	5	1874
ENSG00000180900	ENST00000356994	ENSE00003568354	37	5607
ENSG00000100060	ENST00000356998	ENSE00001736266	8	2073
ENSG00000197273	ENST00000357001	ENSE00000870151	3	597
ENSG00000177469	ENST00000357037	ENSE00001414514	2	3570
ENSG00000164751	ENST00000357039	ENSE00002122093	4	4169
ENSG00000167578	ENST00000357052	ENSE00003715778	8	1159
ENSG00000172081	ENST00000357066	ENSE00001224443	5	3387
ENSG00000145362	ENST00000357077	ENSE00003849642	46	14215
ENSG00000112343	ENST00000357085	ENSE00000848412	8	9418
ENSG00000006831	ENST00000357103	ENSE00001402644	8	3971
ENSG00000165973	ENST00000357134	ENSE00002144364	20	3235
ENSG00000196236	ENST00000357137	ENSE00001430265	10	7938
ENSG00000196900	ENST00000357147	ENSE00001416318	3	478
ENSG00000221986	ENST00000357155	ENSE00001428624	9	1342
ENSG00000196743	ENST00000357164	ENSE00001427604	4	3603
ENSG00000188706	ENST00000357166	ENSE00001910038	11	4571
ENSG00000134255	ENST00000357172	ENSE00003846904	9	2203
ENSG00000157502	ENST00000357175	ENSE00001432493	4	4173
ENSG00000163867	ENST00000357182	ENSE00001409042	16	5122
ENSG00000127152	ENST00000357195	ENSE00001311164	4	8528
ENSG00000088543	ENST00000357203	ENSE00003730056	6	2657
ENSG00000116560	ENST00000357214	ENSE00001460205	10	3740
ENSG00000102225	ENST00000357227	ENSE00001656967	16	3151
ENSG00000197410	ENST00000357232	ENSE00003759612	20	13354
ENSG00000128604	ENST00000357234	ENSE00003846269	9	2899
ENSG00000197622	ENST00000357235	ENSE00003841658	5	3006
ENSG00000133138	ENST00000357242	ENSE00001797423	21	5729
ENSG00000056586	ENST00000357244	ENSE00003889437	21	8964
ENSG00000197769	ENST00000357246	ENSE00001413311	4	1207
ENSG00000197852	ENST00000357260	ENSE00003846721	2	5951
ENSG00000138375	ENST00000357276	ENSE00001387565	18	3201
ENSG00000169891	ENST00000357277	ENSE00001898035	18	7978
ENSG00000198380	ENST00000357308	ENSE00001353023	20	8665
ENSG00000166321	ENST00000357321	ENSE00003842617	9	2101
ENSG00000105726	ENST00000357324	ENSE00003643678	26	3849
ENSG00000143321	ENST00000357325	ENSE00001922574	6	2309
ENSG00000197487	ENST00000357330	ENSE00003550971	6	950
ENSG00000198356	ENST00000357332	ENSE00000836333	7	1275
ENSG00000165689	ENST00000357365	ENSE00003717602	10	2391
ENSG00000186803	ENST00000357374	ENSE00001419472	1	963
ENSG00000197786	ENST00000357377	ENSE00001412966	1	946
ENSG00000164327	ENST00000357387	ENSE00001960994	38	9533
ENSG00000113810	ENST00000357388	ENSE00001860968	24	5116
ENSG00000170956	ENST00000357396	ENSE00003639986	7	1167
ENSG00000013364	ENST00000357402	ENSE00003847321	15	2798
ENSG00000159224	ENST00000357424	ENSE00001192983	6	716
ENSG00000123983	ENST00000357430	ENSE00000922411	17	5577
ENSG00000174669	ENST00000357440	ENSE00003846486	12	2455
ENSG00000151474	ENST00000357447	ENSE00001526579	25	6861
ENSG00000077935	ENST00000357450	ENSE00001548476	25	4233
ENSG00000215271	ENST00000357460	ENSE00001426232	2	4986
ENSG00000196792	ENST00000357479	ENSE00002494759	18	4195
ENSG00000242498	ENST00000357484	ENSE00001819260	6	7587
ENSG00000196843	ENST00000357485	ENSE00003612907	7	2181
ENSG00000167272	ENST00000357500	ENSE00002303901	5	1086
ENSG00000198113	ENST00000357503	ENSE00001423277	2	4171
ENSG00000172500	ENST00000357519	ENSE00000000132	10	1361
ENSG00000198523	ENST00000357525	ENSE00001432691	2	2989
ENSG00000196104	ENST00000357545	ENSE00001433822	11	2884
ENSG00000196074	ENST00000357552	ENSE00001366498	45	5541
ENSG00000114416	ENST00000357559	ENSE00002578870	17	8343
ENSG00000112294	ENST00000357578	ENSE00001269736	10	5131
ENSG00000142733	ENST00000357582	ENSE00001810757	29	4438
ENSG00000180616	ENST00000357585	ENSE00001425722	2	7685
ENSG00000082684	ENST00000357599	ENSE00003835365	23	4855
ENSG00000151461	ENST00000357604	ENSE00001479914	22	5168
ENSG00000128513	ENST00000357628	ENSE00001863642	19	3924
ENSG00000173585	ENST00000357632	ENSE00003587279	3	2527
ENSG00000178761	ENST00000357635	ENSE00002603955	5	3275
ENSG00000154269	ENST00000357639	ENSE00001234509	25	3165
ENSG00000162777	ENST00000357640	ENSE00003848799	12	3239
ENSG00000096070	ENST00000357641	ENSE00003609848	13	6052
ENSG00000162695	ENST00000357650	ENSE00001451852	11	8204
ENSG00000012048	ENST00000357654	ENSE00001814242	23	7088
ENSG00000197580	ENST00000357685	ENSE00001865060	12	2902
ENSG00000196372	ENST00000357700	ENSE00003676099	6	2717
ENSG00000086967	ENST00000357701	ENSE00003146286	28	3604
ENSG00000196277	ENST00000357716	ENSE00001630473	10	4149
ENSG00000139160	ENST00000357721	ENSE00001405269	4	6128
